ID_Stasiun,Nama_Stasiun,Lokasi
ST05688,Stasiun Gorontalo,Batam
ST05689,Stasiun Gorontalo,Probolinggo
ST05690,Stasiun Padangpanjang,Tegal
ST05691,Stasiun Bau-Bau,Prabumulih
ST05692,Stasiun Purwokerto,Kota Administrasi Jakarta Utara
ST05693,Stasiun Sukabumi,Pariaman
ST05694,Stasiun Lhokseumawe,Kediri
ST05695,Stasiun Bandar Lampung,Dumai
ST05696,Stasiun Tangerang,Tegal
ST05697,Stasiun Sorong,Banjarbaru
ST05698,Stasiun Magelang,Bau-Bau
ST05699,Stasiun Parepare,Pasuruan
ST05700,Stasiun Jambi,Cimahi
ST05701,Stasiun Sungai Penuh,Solok
ST05702,Stasiun Binjai,Bengkulu
ST05703,Stasiun Kediri,Malang
ST05704,Stasiun Yogyakarta,Palopo
ST05705,Stasiun Sabang,Padangpanjang
ST05706,Stasiun Manado,Parepare
ST05707,Stasiun Palangkaraya,Kota Administrasi Jakarta Pusat
ST05708,Stasiun Sabang,Bekasi
ST05709,Stasiun Pasuruan,Denpasar
ST05710,Stasiun Prabumulih,Bau-Bau
ST05711,Stasiun Padang Sidempuan,Bengkulu
ST05712,Stasiun Tarakan,Cimahi
ST05713,Stasiun Mataram,Bengkulu
ST05714,Stasiun Sawahlunto,Singkawang
ST05715,Stasiun Lubuklinggau,Pekalongan
ST05716,Stasiun Tasikmalaya,Bontang
ST05717,Stasiun Padang Sidempuan,Palembang
ST05718,Stasiun Denpasar,Singkawang
ST05719,Stasiun Kota Administrasi Jakarta Timur,Langsa
ST05720,Stasiun Kota Administrasi Jakarta Selatan,Bandar Lampung
ST05721,Stasiun Banda Aceh,Pekalongan
ST05722,Stasiun Tanjungpinang,Pontianak
ST05723,Stasiun Samarinda,Tanjungbalai
ST05724,Stasiun Cilegon,Bekasi
ST05725,Stasiun Sungai Penuh,Sorong
ST05726,Stasiun Cilegon,Probolinggo
ST05727,Stasiun Pekalongan,Palopo
ST05728,Stasiun Probolinggo,Dumai
ST05729,Stasiun Jayapura,Balikpapan
ST05730,Stasiun Malang,Kota Administrasi Jakarta Selatan
ST05731,Stasiun Kota Administrasi Jakarta Barat,Bandar Lampung
ST05732,Stasiun Semarang,Pontianak
ST05733,Stasiun Jayapura,Kota Administrasi Jakarta Selatan
ST05734,Stasiun Pangkalpinang,Bima
ST05735,Stasiun Padang,Bengkulu
ST05736,Stasiun Mojokerto,Kupang
ST05737,Stasiun Tangerang,Kota Administrasi Jakarta Barat
ST05738,Stasiun Kota Administrasi Jakarta Barat,Semarang
ST05739,Stasiun Meulaboh,Yogyakarta
ST05740,Stasiun Blitar,Metro
ST05741,Stasiun Subulussalam,Parepare
ST05742,Stasiun Kota Administrasi Jakarta Selatan,Dumai
ST05743,Stasiun Kupang,Yogyakarta
ST05744,Stasiun Palangkaraya,Kota Administrasi Jakarta Barat
ST05745,Stasiun Ternate,Metro
ST05746,Stasiun Tebingtinggi,Meulaboh
ST05747,Stasiun Denpasar,Solok
ST05748,Stasiun Palangkaraya,Bontang
ST05749,Stasiun Bima,Jambi
ST05750,Stasiun Palangkaraya,Batam
ST05751,Stasiun Bau-Bau,Pekanbaru
ST05752,Stasiun Sabang,Cilegon
ST05753,Stasiun Subulussalam,Cimahi
ST05754,Stasiun Depok,Samarinda
ST05755,Stasiun Subulussalam,Cirebon
ST05756,Stasiun Padangpanjang,Manado
ST05757,Stasiun Malang,Probolinggo
ST05758,Stasiun Parepare,Tidore Kepulauan
ST05759,Stasiun Pariaman,Tangerang
ST05760,Stasiun Langsa,Prabumulih
ST05761,Stasiun Singkawang,Purwokerto
ST05762,Stasiun Bogor,Tanjungbalai
ST05763,Stasiun Palu,Sibolga
ST05764,Stasiun Purwokerto,Semarang
ST05765,Stasiun Purwokerto,Tangerang
ST05766,Stasiun Yogyakarta,Sabang
ST05767,Stasiun Ternate,Palu
ST05768,Stasiun Pematangsiantar,Singkawang
ST05769,Stasiun Bogor,Bitung
ST05770,Stasiun Ternate,Tomohon
ST05771,Stasiun Metro,Salatiga
ST05772,Stasiun Pekanbaru,Kupang
ST05773,Stasiun Pekalongan,Bukittinggi
ST05774,Stasiun Bengkulu,Prabumulih
ST05775,Stasiun Kota Administrasi Jakarta Pusat,Palu
ST05776,Stasiun Salatiga,Purwokerto
ST05777,Stasiun Batam,Ambon
ST05778,Stasiun Pasuruan,Mataram
ST05779,Stasiun Kota Administrasi Jakarta Barat,Pariaman
ST05780,Stasiun Dumai,Bengkulu
ST05781,Stasiun Banjar,Batu
ST05782,Stasiun Kota Administrasi Jakarta Barat,Cirebon
ST05783,Stasiun Dumai,Mataram
ST05784,Stasiun Kotamobagu,Probolinggo
ST05785,Stasiun Kota Administrasi Jakarta Barat,Cimahi
ST05786,Stasiun Tarakan,Palangkaraya
ST05787,Stasiun Bengkulu,Tangerang Selatan
ST05788,Stasiun Batam,Padang Sidempuan
ST05789,Stasiun Mataram,Tanjungbalai
ST05790,Stasiun Banda Aceh,Parepare
ST05791,Stasiun Gorontalo,Sabang
ST05792,Stasiun Kediri,Tegal
ST05793,Stasiun Jayapura,Pematangsiantar
ST05794,Stasiun Palembang,Binjai
ST05795,Stasiun Lhokseumawe,Meulaboh
ST05796,Stasiun Serang,Palopo
ST05797,Stasiun Tangerang Selatan,Banjarbaru
ST05798,Stasiun Pasuruan,Pariaman
ST05799,Stasiun Cimahi,Pekalongan
ST05800,Stasiun Probolinggo,Bima
ST05801,Stasiun Padang Sidempuan,Purwokerto
ST05802,Stasiun Payakumbuh,Gorontalo
ST05803,Stasiun Sungai Penuh,Kota Administrasi Jakarta Pusat
ST05804,Stasiun Padang Sidempuan,Bontang
ST05805,Stasiun Ternate,Pariaman
ST05806,Stasiun Surakarta,Ambon
ST05807,Stasiun Cilegon,Magelang
ST05808,Stasiun Denpasar,Sabang
ST05809,Stasiun Batu,Kediri
ST05810,Stasiun Bontang,Meulaboh
ST05811,Stasiun Pariaman,Sungai Penuh
ST05812,Stasiun Madiun,Kota Administrasi Jakarta Barat
ST05813,Stasiun Batam,Banda Aceh
ST05814,Stasiun Subulussalam,Depok
ST05815,Stasiun Solok,Makassar
ST05816,Stasiun Palopo,Kota Administrasi Jakarta Selatan
ST05817,Stasiun Sorong,Salatiga
ST05818,Stasiun Palembang,Madiun
ST05819,Stasiun Blitar,Kotamobagu
ST05820,Stasiun Lhokseumawe,Kupang
ST05821,Stasiun Blitar,Kota Administrasi Jakarta Selatan
ST05822,Stasiun Jambi,Langsa
ST05823,Stasiun Padang,Langsa
ST05824,Stasiun Langsa,Manado
ST05825,Stasiun Lubuklinggau,Ambon
ST05826,Stasiun Cirebon,Sabang
ST05827,Stasiun Dumai,Surabaya
ST05828,Stasiun Kendari,Dumai
ST05829,Stasiun Subulussalam,Depok
ST05830,Stasiun Balikpapan,Palangkaraya
ST05831,Stasiun Parepare,Bontang
ST05832,Stasiun Makassar,Pagaralam
ST05833,Stasiun Tomohon,Jambi
ST05834,Stasiun Probolinggo,Ambon
ST05835,Stasiun Semarang,Cilegon
ST05836,Stasiun Manado,Denpasar
ST05837,Stasiun Sukabumi,Blitar
ST05838,Stasiun Bandung,Denpasar
ST05839,Stasiun Yogyakarta,Bukittinggi
ST05840,Stasiun Denpasar,Batam
ST05841,Stasiun Bandung,Kota Administrasi Jakarta Selatan
ST05842,Stasiun Pasuruan,Padang
ST05843,Stasiun Gorontalo,Kota Administrasi Jakarta Utara
ST05844,Stasiun Kota Administrasi Jakarta Pusat,Serang
ST05845,Stasiun Tasikmalaya,Madiun
ST05846,Stasiun Batam,Sabang
ST05847,Stasiun Pematangsiantar,Pariaman
ST05848,Stasiun Bandung,Mojokerto
ST05849,Stasiun Denpasar,Gorontalo
ST05850,Stasiun Depok,Gorontalo
ST05851,Stasiun Binjai,Bukittinggi
ST05852,Stasiun Tidore Kepulauan,Langsa
ST05853,Stasiun Tanjungbalai,Denpasar
ST05854,Stasiun Balikpapan,Kota Administrasi Jakarta Barat
ST05855,Stasiun Pematangsiantar,Bengkulu
ST05856,Stasiun Purwokerto,Tangerang
ST05857,Stasiun Purwokerto,Parepare
ST05858,Stasiun Pekanbaru,Surakarta
ST05859,Stasiun Banjar,Batam
ST05860,Stasiun Pagaralam,Pekalongan
ST05861,Stasiun Meulaboh,Sabang
ST05862,Stasiun Subulussalam,Tegal
ST05863,Stasiun Kota Administrasi Jakarta Timur,Pasuruan
ST05864,Stasiun Kotamobagu,Metro
ST05865,Stasiun Sungai Penuh,Pekalongan
ST05866,Stasiun Cimahi,Denpasar
ST05867,Stasiun Tebingtinggi,Kupang
ST05868,Stasiun Bitung,Mataram
ST05869,Stasiun Malang,Pagaralam
ST05870,Stasiun Banda Aceh,Pematangsiantar
ST05871,Stasiun Kota Administrasi Jakarta Selatan,Salatiga
ST05872,Stasiun Sibolga,Metro
ST05873,Stasiun Madiun,Manado
ST05874,Stasiun Tidore Kepulauan,Depok
ST05875,Stasiun Bukittinggi,Denpasar
ST05876,Stasiun Batu,Samarinda
ST05877,Stasiun Metro,Tanjungbalai
ST05878,Stasiun Lubuklinggau,Bogor
ST05879,Stasiun Banjar,Metro
ST05880,Stasiun Depok,Banjarbaru
ST05881,Stasiun Padang Sidempuan,Bitung
ST05882,Stasiun Kediri,Sukabumi
ST05883,Stasiun Pariaman,Surabaya
ST05884,Stasiun Gorontalo,Denpasar
ST05885,Stasiun Banda Aceh,Tanjungbalai
ST05886,Stasiun Payakumbuh,Tomohon
ST05887,Stasiun Singkawang,Lubuklinggau
ST05888,Stasiun Palangkaraya,Probolinggo
ST05889,Stasiun Kediri,Tebingtinggi
ST05890,Stasiun Samarinda,Cimahi
ST05891,Stasiun Jayapura,Depok
ST05892,Stasiun Kota Administrasi Jakarta Pusat,Kota Administrasi Jakarta Timur
ST05893,Stasiun Bau-Bau,Denpasar
ST05894,Stasiun Tarakan,Medan
ST05895,Stasiun Bima,Payakumbuh
ST05896,Stasiun Pasuruan,Pagaralam
ST05897,Stasiun Palangkaraya,Tebingtinggi
ST05898,Stasiun Kota Administrasi Jakarta Utara,Yogyakarta
ST05899,Stasiun Balikpapan,Sorong
ST05900,Stasiun Pagaralam,Bitung
ST05901,Stasiun Gorontalo,Pontianak
ST05902,Stasiun Gorontalo,Kendari
ST05903,Stasiun Purwokerto,Bekasi
ST05904,Stasiun Tarakan,Langsa
ST05905,Stasiun Salatiga,Denpasar
ST05906,Stasiun Metro,Kota Administrasi Jakarta Utara
ST05907,Stasiun Pangkalpinang,Surabaya
ST05908,Stasiun Tanjungbalai,Surabaya
ST05909,Stasiun Lhokseumawe,Kota Administrasi Jakarta Pusat
ST05910,Stasiun Medan,Bima
ST05911,Stasiun Pasuruan,Gorontalo
ST05912,Stasiun Mataram,Tasikmalaya
ST05913,Stasiun Metro,Mataram
ST05914,Stasiun Sukabumi,Pariaman
ST05915,Stasiun Cirebon,Mojokerto
ST05916,Stasiun Bukittinggi,Tangerang Selatan
ST05917,Stasiun Sungai Penuh,Pangkalpinang
ST05918,Stasiun Kediri,Parepare
ST05919,Stasiun Padang Sidempuan,Kota Administrasi Jakarta Barat
ST05920,Stasiun Mojokerto,Tanjungbalai
ST05921,Stasiun Kediri,Pangkalpinang
ST05922,Stasiun Serang,Kediri
ST05923,Stasiun Singkawang,Palopo
ST05924,Stasiun Sabang,Sukabumi
ST05925,Stasiun Palu,Surakarta
ST05926,Stasiun Denpasar,Dumai
ST05927,Stasiun Banjarmasin,Pagaralam
ST05928,Stasiun Pariaman,Bontang
ST05929,Stasiun Bekasi,Sorong
ST05930,Stasiun Madiun,Semarang
ST05931,Stasiun Pasuruan,Cimahi
ST05932,Stasiun Pasuruan,Padangpanjang
ST05933,Stasiun Banjarmasin,Ternate
ST05934,Stasiun Kota Administrasi Jakarta Barat,Tangerang
ST05935,Stasiun Bandar Lampung,Kota Administrasi Jakarta Pusat
ST05936,Stasiun Ambon,Pekalongan
ST05937,Stasiun Surakarta,Palangkaraya
ST05938,Stasiun Banjar,Surabaya
ST05939,Stasiun Tebingtinggi,Jayapura
ST05940,Stasiun Sawahlunto,Pontianak
ST05941,Stasiun Binjai,Banda Aceh
ST05942,Stasiun Sabang,Banjarmasin
ST05943,Stasiun Tomohon,Mojokerto
ST05944,Stasiun Kediri,Dumai
ST05945,Stasiun Pontianak,Tanjungpinang
ST05946,Stasiun Banjar,Surakarta
ST05947,Stasiun Batu,Lubuklinggau
ST05948,Stasiun Bogor,Palangkaraya
ST05949,Stasiun Ambon,Bandar Lampung
ST05950,Stasiun Pasuruan,Banjarmasin
ST05951,Stasiun Salatiga,Magelang
ST05952,Stasiun Lubuklinggau,Tanjungbalai
ST05953,Stasiun Kupang,Meulaboh
ST05954,Stasiun Jayapura,Manado
ST05955,Stasiun Malang,Sawahlunto
ST05956,Stasiun Cirebon,Depok
ST05957,Stasiun Serang,Kota Administrasi Jakarta Utara
ST05958,Stasiun Kota Administrasi Jakarta Utara,Bandar Lampung
ST05959,Stasiun Malang,Parepare
ST05960,Stasiun Meulaboh,Kota Administrasi Jakarta Barat
ST05961,Stasiun Jayapura,Padang Sidempuan
ST05962,Stasiun Bima,Meulaboh
ST05963,Stasiun Pasuruan,Bekasi
ST05964,Stasiun Bontang,Kota Administrasi Jakarta Timur
ST05965,Stasiun Prabumulih,Banjarmasin
ST05966,Stasiun Salatiga,Singkawang
ST05967,Stasiun Tasikmalaya,Tidore Kepulauan
ST05968,Stasiun Kupang,Pematangsiantar
ST05969,Stasiun Cilegon,Tanjungpinang
ST05970,Stasiun Semarang,Jambi
ST05971,Stasiun Balikpapan,Lhokseumawe
ST05972,Stasiun Tarakan,Padang
ST05973,Stasiun Gorontalo,Lhokseumawe
ST05974,Stasiun Madiun,Tangerang Selatan
ST05975,Stasiun Pekanbaru,Batu
ST05976,Stasiun Blitar,Kota Administrasi Jakarta Timur
ST05977,Stasiun Pasuruan,Sawahlunto
ST05978,Stasiun Pariaman,Solok
ST05979,Stasiun Sungai Penuh,Pontianak
ST05980,Stasiun Sorong,Jambi
ST05981,Stasiun Cirebon,Medan
ST05982,Stasiun Palopo,Metro
ST05983,Stasiun Denpasar,Langsa
ST05984,Stasiun Binjai,Kediri
ST05985,Stasiun Palu,Sungai Penuh
ST05986,Stasiun Bandar Lampung,Bekasi
ST05987,Stasiun Tegal,Probolinggo
ST05988,Stasiun Kota Administrasi Jakarta Barat,Palu
ST05989,Stasiun Pontianak,Metro
ST05990,Stasiun Semarang,Kediri
ST05991,Stasiun Sorong,Langsa
ST05992,Stasiun Lubuklinggau,Dumai
ST05993,Stasiun Malang,Bau-Bau
ST05994,Stasiun Mataram,Kota Administrasi Jakarta Pusat
ST05995,Stasiun Malang,Palopo
ST05996,Stasiun Subulussalam,Probolinggo
ST05997,Stasiun Jambi,Samarinda
ST05998,Stasiun Cilegon,Metro
ST05999,Stasiun Sukabumi,Tidore Kepulauan
ST06000,Stasiun Surabaya,Tomohon
ST06001,Stasiun Kotamobagu,Denpasar
ST06002,Stasiun Makassar,Sibolga
ST06003,Stasiun Pematangsiantar,Magelang
ST06004,Stasiun Tidore Kepulauan,Parepare
ST06005,Stasiun Sukabumi,Cimahi
ST06006,Stasiun Cirebon,Subulussalam
ST06007,Stasiun Magelang,Kota Administrasi Jakarta Timur
ST06008,Stasiun Banjarmasin,Mataram
ST06009,Stasiun Binjai,Bekasi
ST06010,Stasiun Kota Administrasi Jakarta Timur,Pekalongan
ST06011,Stasiun Makassar,Batam
ST06012,Stasiun Padangpanjang,Tebingtinggi
ST06013,Stasiun Denpasar,Jayapura
ST06014,Stasiun Probolinggo,Blitar
ST06015,Stasiun Semarang,Palopo
ST06016,Stasiun Sorong,Bitung
ST06017,Stasiun Sorong,Jambi
ST06018,Stasiun Tangerang,Denpasar
ST06019,Stasiun Dumai,Sukabumi
ST06020,Stasiun Kupang,Pematangsiantar
ST06021,Stasiun Bandar Lampung,Banjar
ST06022,Stasiun Bau-Bau,Padang
ST06023,Stasiun Makassar,Surabaya
ST06024,Stasiun Batu,Blitar
ST06025,Stasiun Subulussalam,Sawahlunto
ST06026,Stasiun Kendari,Sorong
ST06027,Stasiun Bekasi,Tangerang Selatan
ST06028,Stasiun Banjar,Purwokerto
ST06029,Stasiun Pekanbaru,Padang Sidempuan
ST06030,Stasiun Sibolga,Tanjungpinang
ST06031,Stasiun Bogor,Surakarta
ST06032,Stasiun Samarinda,Salatiga
ST06033,Stasiun Banda Aceh,Cilegon
ST06034,Stasiun Kota Administrasi Jakarta Timur,Purwokerto
ST06035,Stasiun Tangerang,Kediri
ST06036,Stasiun Tanjungbalai,Bengkulu
ST06037,Stasiun Tasikmalaya,Banda Aceh
ST06038,Stasiun Solok,Denpasar
ST06039,Stasiun Kota Administrasi Jakarta Barat,Cirebon
ST06040,Stasiun Lubuklinggau,Jambi
ST06041,Stasiun Banda Aceh,Blitar
ST06042,Stasiun Gorontalo,Malang
ST06043,Stasiun Yogyakarta,Kotamobagu
ST06044,Stasiun Sabang,Palangkaraya
ST06045,Stasiun Serang,Bukittinggi
ST06046,Stasiun Banjarmasin,Cirebon
ST06047,Stasiun Pariaman,Mataram
ST06048,Stasiun Ternate,Bengkulu
ST06049,Stasiun Sabang,Bengkulu
ST06050,Stasiun Palembang,Kendari
ST06051,Stasiun Magelang,Padang Sidempuan
ST06052,Stasiun Palangkaraya,Palembang
ST06053,Stasiun Bau-Bau,Madiun
ST06054,Stasiun Pematangsiantar,Salatiga
ST06055,Stasiun Yogyakarta,Samarinda
ST06056,Stasiun Sukabumi,Serang
ST06057,Stasiun Bukittinggi,Langsa
ST06058,Stasiun Madiun,Ternate
ST06059,Stasiun Kendari,Manado
ST06060,Stasiun Bau-Bau,Pekanbaru
ST06061,Stasiun Ternate,Banjarbaru
ST06062,Stasiun Tanjungbalai,Singkawang
ST06063,Stasiun Tual,Mataram
ST06064,Stasiun Dumai,Bitung
ST06065,Stasiun Samarinda,Depok
ST06066,Stasiun Kupang,Madiun
ST06067,Stasiun Sukabumi,Banjar
ST06068,Stasiun Sorong,Tomohon
ST06069,Stasiun Ambon,Banjar
ST06070,Stasiun Meulaboh,Ambon
ST06071,Stasiun Tegal,Mataram
ST06072,Stasiun Kotamobagu,Samarinda
ST06073,Stasiun Malang,Langsa
ST06074,Stasiun Cimahi,Pontianak
ST06075,Stasiun Binjai,Banjarbaru
ST06076,Stasiun Sukabumi,Bontang
ST06077,Stasiun Magelang,Gorontalo
ST06078,Stasiun Magelang,Kupang
ST06079,Stasiun Palangkaraya,Sukabumi
ST06080,Stasiun Ambon,Medan
ST06081,Stasiun Bontang,Malang
ST06082,Stasiun Kota Administrasi Jakarta Barat,Tegal
ST06083,Stasiun Tarakan,Kota Administrasi Jakarta Utara
ST06084,Stasiun Madiun,Pekalongan
ST06085,Stasiun Tomohon,Bontang
ST06086,Stasiun Palangkaraya,Bandar Lampung
ST06087,Stasiun Jayapura,Banda Aceh
ST06088,Stasiun Purwokerto,Surakarta
ST06089,Stasiun Bau-Bau,Tual
ST06090,Stasiun Binjai,Samarinda
ST06091,Stasiun Bau-Bau,Lubuklinggau
ST06092,Stasiun Lhokseumawe,Bekasi
ST06093,Stasiun Pekalongan,Bogor
ST06094,Stasiun Lubuklinggau,Pangkalpinang
ST06095,Stasiun Balikpapan,Salatiga
ST06096,Stasiun Palopo,Sibolga
ST06097,Stasiun Padangpanjang,Malang
ST06098,Stasiun Pekanbaru,Sukabumi
ST06099,Stasiun Bontang,Madiun
ST06100,Stasiun Tanjungpinang,Tidore Kepulauan
ST06101,Stasiun Metro,Bau-Bau
ST06102,Stasiun Banjarbaru,Bukittinggi
ST06103,Stasiun Medan,Madiun
ST06104,Stasiun Bengkulu,Bogor
ST06105,Stasiun Magelang,Padang
ST06106,Stasiun Bima,Surabaya
ST06107,Stasiun Surakarta,Kota Administrasi Jakarta Timur
ST06108,Stasiun Tangerang Selatan,Pekalongan
ST06109,Stasiun Pasuruan,Madiun
ST06110,Stasiun Cilegon,Solok
ST06111,Stasiun Kotamobagu,Tebingtinggi
ST06112,Stasiun Sukabumi,Palu
ST06113,Stasiun Ambon,Semarang
ST06114,Stasiun Padang,Lubuklinggau
ST06115,Stasiun Sorong,Bengkulu
ST06116,Stasiun Banjarmasin,Cimahi
ST06117,Stasiun Kota Administrasi Jakarta Timur,Denpasar
ST06118,Stasiun Meulaboh,Subulussalam
ST06119,Stasiun Bekasi,Probolinggo
ST06120,Stasiun Madiun,Pangkalpinang
ST06121,Stasiun Ambon,Parepare
ST06122,Stasiun Padang,Tasikmalaya
ST06123,Stasiun Jayapura,Dumai
ST06124,Stasiun Tegal,Malang
ST06125,Stasiun Bontang,Bau-Bau
ST06126,Stasiun Makassar,Padang
ST06127,Stasiun Parepare,Tangerang
ST06128,Stasiun Surabaya,Prabumulih
ST06129,Stasiun Padang,Tangerang
ST06130,Stasiun Tanjungpinang,Tidore Kepulauan
ST06131,Stasiun Kendari,Banjarbaru
ST06132,Stasiun Pangkalpinang,Mataram
ST06133,Stasiun Serang,Singkawang
ST06134,Stasiun Dumai,Bogor
ST06135,Stasiun Bau-Bau,Jayapura
ST06136,Stasiun Tomohon,Samarinda
ST06137,Stasiun Malang,Palangkaraya
ST06138,Stasiun Tanjungpinang,Pekalongan
ST06139,Stasiun Parepare,Bitung
ST06140,Stasiun Medan,Jambi
ST06141,Stasiun Kota Administrasi Jakarta Timur,Lubuklinggau
ST06142,Stasiun Kota Administrasi Jakarta Barat,Surabaya
ST06143,Stasiun Padangpanjang,Sibolga
ST06144,Stasiun Palangkaraya,Magelang
ST06145,Stasiun Salatiga,Pariaman
ST06146,Stasiun Banjar,Bengkulu
ST06147,Stasiun Dumai,Parepare
ST06148,Stasiun Blitar,Balikpapan
ST06149,Stasiun Balikpapan,Cirebon
ST06150,Stasiun Bau-Bau,Batam
ST06151,Stasiun Depok,Kupang
ST06152,Stasiun Bukittinggi,Palangkaraya
ST06153,Stasiun Pagaralam,Pasuruan
ST06154,Stasiun Kota Administrasi Jakarta Barat,Palu
ST06155,Stasiun Banda Aceh,Bima
ST06156,Stasiun Denpasar,Kota Administrasi Jakarta Utara
ST06157,Stasiun Subulussalam,Padang
ST06158,Stasiun Meulaboh,Tanjungpinang
ST06159,Stasiun Binjai,Dumai
ST06160,Stasiun Mojokerto,Cirebon
ST06161,Stasiun Tegal,Pontianak
ST06162,Stasiun Sukabumi,Tangerang
ST06163,Stasiun Blitar,Cirebon
ST06164,Stasiun Banjar,Subulussalam
ST06165,Stasiun Bogor,Meulaboh
ST06166,Stasiun Tangerang,Tanjungbalai
ST06167,Stasiun Kotamobagu,Kota Administrasi Jakarta Pusat
ST06168,Stasiun Purwokerto,Kota Administrasi Jakarta Timur
ST06169,Stasiun Kupang,Tidore Kepulauan
ST06170,Stasiun Jayapura,Dumai
ST06171,Stasiun Cimahi,Dumai
ST06172,Stasiun Dumai,Palembang
ST06173,Stasiun Gorontalo,Medan
ST06174,Stasiun Lhokseumawe,Kota Administrasi Jakarta Timur
ST06175,Stasiun Kota Administrasi Jakarta Utara,Langsa
ST06176,Stasiun Bukittinggi,Balikpapan
ST06177,Stasiun Manado,Tanjungbalai
ST06178,Stasiun Blitar,Cilegon
ST06179,Stasiun Bontang,Magelang
ST06180,Stasiun Mojokerto,Banjarmasin
ST06181,Stasiun Balikpapan,Kota Administrasi Jakarta Utara
ST06182,Stasiun Kendari,Meulaboh
ST06183,Stasiun Pagaralam,Bogor
ST06184,Stasiun Malang,Samarinda
ST06185,Stasiun Bandar Lampung,Subulussalam
ST06186,Stasiun Dumai,Mojokerto
ST06187,Stasiun Tasikmalaya,Tarakan
ST06188,Stasiun Mojokerto,Bandung
ST06189,Stasiun Balikpapan,Palopo
ST06190,Stasiun Bau-Bau,Dumai
ST06191,Stasiun Padang,Tanjungpinang
ST06192,Stasiun Lubuklinggau,Tangerang Selatan
ST06193,Stasiun Malang,Kota Administrasi Jakarta Utara
ST06194,Stasiun Sorong,Banjar
ST06195,Stasiun Bekasi,Cimahi
ST06196,Stasiun Manado,Padang Sidempuan
ST06197,Stasiun Semarang,Cirebon
ST06198,Stasiun Serang,Kota Administrasi Jakarta Timur
ST06199,Stasiun Banjarmasin,Banjarbaru
ST06200,Stasiun Ternate,Sabang
ST06201,Stasiun Batu,Bontang
ST06202,Stasiun Ternate,Kota Administrasi Jakarta Timur
ST06203,Stasiun Surakarta,Tangerang
ST06204,Stasiun Bima,Parepare
ST06205,Stasiun Sungai Penuh,Kupang
ST06206,Stasiun Bandung,Kendari
ST06207,Stasiun Bau-Bau,Banjar
ST06208,Stasiun Lubuklinggau,Bengkulu
ST06209,Stasiun Banjarmasin,Batam
ST06210,Stasiun Tidore Kepulauan,Sungai Penuh
ST06211,Stasiun Bandung,Malang
ST06212,Stasiun Cirebon,Bontang
ST06213,Stasiun Mataram,Blitar
ST06214,Stasiun Langsa,Tarakan
ST06215,Stasiun Banjarbaru,Magelang
ST06216,Stasiun Batam,Batam
ST06217,Stasiun Lubuklinggau,Bitung
ST06218,Stasiun Banjar,Banjarbaru
ST06219,Stasiun Blitar,Surabaya
ST06220,Stasiun Bogor,Bau-Bau
ST06221,Stasiun Bukittinggi,Serang
ST06222,Stasiun Tual,Meulaboh
ST06223,Stasiun Tanjungbalai,Bogor
ST06224,Stasiun Kota Administrasi Jakarta Barat,Batu
ST06225,Stasiun Mojokerto,Bengkulu
ST06226,Stasiun Tanjungpinang,Padangpanjang
ST06227,Stasiun Padangpanjang,Sabang
ST06228,Stasiun Bau-Bau,Manado
ST06229,Stasiun Pangkalpinang,Tasikmalaya
ST06230,Stasiun Madiun,Cimahi
ST06231,Stasiun Bitung,Pematangsiantar
ST06232,Stasiun Bima,Batu
ST06233,Stasiun Lhokseumawe,Batam
ST06234,Stasiun Padang,Surabaya
ST06235,Stasiun Palopo,Pangkalpinang
ST06236,Stasiun Kota Administrasi Jakarta Pusat,Serang
ST06237,Stasiun Jambi,Sabang
ST06238,Stasiun Surabaya,Padang
ST06239,Stasiun Tanjungbalai,Bitung
ST06240,Stasiun Sibolga,Depok
ST06241,Stasiun Batam,Serang
ST06242,Stasiun Sukabumi,Tarakan
ST06243,Stasiun Kota Administrasi Jakarta Utara,Surakarta
ST06244,Stasiun Surabaya,Pekalongan
ST06245,Stasiun Cilegon,Jambi
ST06246,Stasiun Pematangsiantar,Sibolga
ST06247,Stasiun Palu,Blitar
ST06248,Stasiun Balikpapan,Kendari
ST06249,Stasiun Palopo,Cirebon
ST06250,Stasiun Lhokseumawe,Lubuklinggau
ST06251,Stasiun Langsa,Pariaman
ST06252,Stasiun Banjarmasin,Blitar
ST06253,Stasiun Samarinda,Banjar
ST06254,Stasiun Pangkalpinang,Lhokseumawe
ST06255,Stasiun Purwokerto,Yogyakarta
ST06256,Stasiun Gorontalo,Tarakan
ST06257,Stasiun Cilegon,Kotamobagu
ST06258,Stasiun Kota Administrasi Jakarta Utara,Blitar
ST06259,Stasiun Yogyakarta,Cimahi
ST06260,Stasiun Bengkulu,Ambon
ST06261,Stasiun Ambon,Subulussalam
ST06262,Stasiun Batam,Ternate
ST06263,Stasiun Pontianak,Singkawang
ST06264,Stasiun Magelang,Langsa
ST06265,Stasiun Dumai,Sungai Penuh
ST06266,Stasiun Banjarbaru,Tomohon
ST06267,Stasiun Cilegon,Bandung
ST06268,Stasiun Tangerang,Ambon
ST06269,Stasiun Padangpanjang,Jayapura
ST06270,Stasiun Bogor,Jayapura
ST06271,Stasiun Yogyakarta,Tanjungbalai
ST06272,Stasiun Kupang,Bukittinggi
ST06273,Stasiun Ambon,Kota Administrasi Jakarta Timur
ST06274,Stasiun Jayapura,Bontang
ST06275,Stasiun Blitar,Pekanbaru
ST06276,Stasiun Banda Aceh,Banjar
