ID_Kursi,Nomor_Kursi,ID_Gerbong
KS005000,14,GB08040
KS005001,14,GB05688
KS005002,7,GB06223
KS005003,70,GB05371
KS005004,19,GB04812
KS005005,49,GB00222
KS005006,65,GB08358
KS005007,72,GB09594
KS005008,48,GB09436
KS005009,21,GB00819
KS005010,70,GB05351
KS005011,15,GB05868
KS005012,11,GB03061
KS005013,18,GB08360
KS005014,54,GB06279
KS005015,6,GB00353
KS005016,74,GB09559
KS005017,80,GB07483
KS005018,89,GB04748
KS005019,74,GB04599
KS005020,15,GB01685
KS005021,100,GB07243
KS005022,15,GB06116
KS005023,75,GB01024
KS005024,31,GB06648
KS005025,38,GB08206
KS005026,93,GB08002
KS005027,32,GB07721
KS005028,17,GB05635
KS005029,79,GB00351
KS005030,97,GB01732
KS005031,19,GB05179
KS005032,78,GB09435
KS005033,55,GB08293
KS005034,36,GB08539
KS005035,89,GB03339
KS005036,35,GB03757
KS005037,90,GB02217
KS005038,73,GB07235
KS005039,70,GB06986
KS005040,81,GB08033
KS005041,10,GB05493
KS005042,40,GB03017
KS005043,94,GB09290
KS005044,89,GB05567
KS005045,87,GB09748
KS005046,98,GB05309
KS005047,63,GB01339
KS005048,75,GB04949
KS005049,57,GB08138
KS005050,7,GB00729
KS005051,60,GB01447
KS005052,77,GB01368
KS005053,95,GB00772
KS005054,30,GB06005
KS005055,25,GB03588
KS005056,52,GB03650
KS005057,45,GB02434
KS005058,15,GB07704
KS005059,23,GB03310
KS005060,35,GB00181
KS005061,44,GB01420
KS005062,48,GB05252
KS005063,69,GB08902
KS005064,83,GB07109
KS005065,54,GB04057
KS005066,15,GB04458
KS005067,86,GB03625
KS005068,70,GB07640
KS005069,8,GB06151
KS005070,15,GB01054
KS005071,44,GB04980
KS005072,19,GB01899
KS005073,15,GB08552
KS005074,98,GB08196
KS005075,80,GB05538
KS005076,79,GB04208
KS005077,77,GB01879
KS005078,80,GB02424
KS005079,93,GB06331
KS005080,42,GB09514
KS005081,43,GB01927
KS005082,61,GB03364
KS005083,30,GB06454
KS005084,84,GB06390
KS005085,55,GB05005
KS005086,71,GB01966
KS005087,36,GB03655
KS005088,12,GB03572
KS005089,58,GB04324
KS005090,3,GB00011
KS005091,90,GB01522
KS005092,73,GB08960
KS005093,8,GB01919
KS005094,14,GB00079
KS005095,53,GB04064
KS005096,72,GB02698
KS005097,24,GB04485
KS005098,35,GB03854
KS005099,21,GB06299
KS005100,45,GB04351
KS005101,73,GB05149
KS005102,11,GB08419
KS005103,78,GB08210
KS005104,16,GB09491
KS005105,63,GB08202
KS005106,84,GB05413
KS005107,42,GB01066
KS005108,58,GB09800
KS005109,15,GB05675
KS005110,37,GB03907
KS005111,52,GB09489
KS005112,72,GB00669
KS005113,83,GB03499
KS005114,35,GB06016
KS005115,78,GB04204
KS005116,69,GB09740
KS005117,27,GB00469
KS005118,37,GB04470
KS005119,7,GB08594
KS005120,6,GB09967
KS005121,9,GB00549
KS005122,1,GB06823
KS005123,76,GB05340
KS005124,52,GB08863
KS005125,12,GB09878
KS005126,69,GB03539
KS005127,25,GB03124
KS005128,11,GB06514
KS005129,61,GB09652
KS005130,98,GB02760
KS005131,50,GB06305
KS005132,37,GB00282
KS005133,98,GB03894
KS005134,91,GB00790
KS005135,58,GB05686
KS005136,1,GB05518
KS005137,73,GB09415
KS005138,73,GB00444
KS005139,84,GB07056
KS005140,36,GB00338
KS005141,67,GB01890
KS005142,8,GB06153
KS005143,58,GB01807
KS005144,8,GB09425
KS005145,14,GB07236
KS005146,80,GB06158
KS005147,48,GB01605
KS005148,3,GB05342
KS005149,78,GB02658
KS005150,4,GB08853
KS005151,49,GB05377
KS005152,28,GB08173
KS005153,38,GB09490
KS005154,35,GB05798
KS005155,89,GB05856
KS005156,92,GB08733
KS005157,26,GB09732
KS005158,25,GB01395
KS005159,68,GB05970
KS005160,94,GB07121
KS005161,50,GB05444
KS005162,33,GB09253
KS005163,32,GB04191
KS005164,60,GB08357
KS005165,14,GB02422
KS005166,99,GB06723
KS005167,67,GB08984
KS005168,66,GB02036
KS005169,1,GB07684
KS005170,81,GB09141
KS005171,49,GB03905
KS005172,23,GB00966
KS005173,11,GB09802
KS005174,60,GB00653
KS005175,81,GB03571
KS005176,3,GB08037
KS005177,81,GB08606
KS005178,16,GB07607
KS005179,95,GB06944
KS005180,17,GB04090
KS005181,92,GB02832
KS005182,42,GB05496
KS005183,68,GB08918
KS005184,15,GB01391
KS005185,83,GB01906
KS005186,22,GB07207
KS005187,60,GB06859
KS005188,13,GB05941
KS005189,13,GB08938
KS005190,4,GB07371
KS005191,65,GB04360
KS005192,40,GB02078
KS005193,34,GB06374
KS005194,60,GB07123
KS005195,90,GB00319
KS005196,8,GB04161
KS005197,85,GB02277
KS005198,45,GB09966
KS005199,57,GB06739
KS005200,41,GB08143
KS005201,12,GB03009
KS005202,44,GB04205
KS005203,39,GB05736
KS005204,70,GB04937
KS005205,57,GB09310
KS005206,86,GB05782
KS005207,12,GB09750
KS005208,51,GB01045
KS005209,33,GB09399
KS005210,79,GB00293
KS005211,9,GB04336
KS005212,4,GB09626
KS005213,3,GB05485
KS005214,39,GB04927
KS005215,40,GB09363
KS005216,55,GB02785
KS005217,84,GB06130
KS005218,19,GB01795
KS005219,54,GB05724
KS005220,32,GB09039
KS005221,79,GB07484
KS005222,100,GB03557
KS005223,75,GB00789
KS005224,59,GB06615
KS005225,50,GB06592
KS005226,63,GB05843
KS005227,90,GB02487
KS005228,33,GB04875
KS005229,24,GB00232
KS005230,31,GB01701
KS005231,99,GB05256
KS005232,62,GB09654
KS005233,76,GB08091
KS005234,2,GB06626
KS005235,45,GB09133
KS005236,9,GB01679
KS005237,17,GB04546
KS005238,48,GB00957
KS005239,61,GB07171
KS005240,71,GB03831
KS005241,56,GB03666
KS005242,42,GB00699
KS005243,87,GB06907
KS005244,95,GB08382
KS005245,7,GB01687
KS005246,73,GB02279
KS005247,19,GB07529
KS005248,16,GB06856
KS005249,54,GB02807
KS005250,27,GB09950
KS005251,83,GB03751
KS005252,46,GB02953
KS005253,54,GB00021
KS005254,11,GB07555
KS005255,81,GB07331
KS005256,23,GB06827
KS005257,44,GB05502
KS005258,65,GB01104
KS005259,27,GB02084
KS005260,56,GB01616
KS005261,25,GB05497
KS005262,84,GB04260
KS005263,18,GB07413
KS005264,1,GB01348
KS005265,86,GB09025
KS005266,17,GB03504
KS005267,26,GB02173
KS005268,83,GB00942
KS005269,7,GB02721
KS005270,42,GB03650
KS005271,6,GB04513
KS005272,93,GB06539
KS005273,61,GB05061
KS005274,3,GB07425
KS005275,13,GB08922
KS005276,99,GB06099
KS005277,29,GB03809
KS005278,15,GB01271
KS005279,44,GB06613
KS005280,38,GB08309
KS005281,29,GB05305
KS005282,54,GB02912
KS005283,95,GB09103
KS005284,59,GB05563
KS005285,25,GB01745
KS005286,100,GB08341
KS005287,34,GB08896
KS005288,31,GB03896
KS005289,49,GB04714
KS005290,73,GB02469
KS005291,15,GB05647
KS005292,20,GB09617
KS005293,54,GB04152
KS005294,47,GB08535
KS005295,60,GB01035
KS005296,49,GB06292
KS005297,25,GB03429
KS005298,92,GB00773
KS005299,27,GB02173
KS005300,21,GB01575
KS005301,56,GB09046
KS005302,92,GB08414
KS005303,6,GB07641
KS005304,1,GB01568
KS005305,66,GB02555
KS005306,11,GB05479
KS005307,44,GB08018
KS005308,34,GB01436
KS005309,18,GB06025
KS005310,13,GB02923
KS005311,14,GB08925
KS005312,70,GB03121
KS005313,89,GB03196
KS005314,38,GB00250
KS005315,84,GB01278
KS005316,61,GB09422
KS005317,92,GB01186
KS005318,76,GB04983
KS005319,35,GB05602
KS005320,81,GB05992
KS005321,61,GB07160
KS005322,95,GB06361
KS005323,75,GB06174
KS005324,20,GB05634
KS005325,26,GB06734
KS005326,58,GB01692
KS005327,14,GB07955
KS005328,16,GB02234
KS005329,6,GB03739
KS005330,40,GB06010
KS005331,89,GB07858
KS005332,89,GB04398
KS005333,16,GB07281
KS005334,44,GB06237
KS005335,45,GB02830
KS005336,27,GB00096
KS005337,7,GB02138
KS005338,24,GB04794
KS005339,23,GB02115
KS005340,30,GB07375
KS005341,12,GB06594
KS005342,50,GB05098
KS005343,30,GB03559
KS005344,85,GB03156
KS005345,95,GB05827
KS005346,11,GB09820
KS005347,80,GB07400
KS005348,81,GB02619
KS005349,9,GB01083
KS005350,9,GB05190
KS005351,18,GB02650
KS005352,57,GB00143
KS005353,79,GB09477
KS005354,28,GB00911
KS005355,54,GB07720
KS005356,55,GB04206
KS005357,17,GB00778
KS005358,82,GB01911
KS005359,94,GB01531
KS005360,64,GB04024
KS005361,10,GB00658
KS005362,10,GB00658
KS005363,79,GB01880
KS005364,4,GB04300
KS005365,51,GB00588
KS005366,7,GB05433
KS005367,24,GB00768
KS005368,40,GB09592
KS005369,44,GB06342
KS005370,54,GB08763
KS005371,52,GB05676
KS005372,12,GB00342
KS005373,26,GB08984
KS005374,77,GB05871
KS005375,27,GB07737
KS005376,88,GB02976
KS005377,18,GB07527
KS005378,99,GB08673
KS005379,30,GB09400
KS005380,24,GB09838
KS005381,2,GB02729
KS005382,44,GB03514
KS005383,24,GB05039
KS005384,35,GB08664
KS005385,70,GB08920
KS005386,3,GB08057
KS005387,99,GB06705
KS005388,77,GB07139
KS005389,46,GB07581
KS005390,61,GB06536
KS005391,41,GB05110
KS005392,28,GB09369
KS005393,46,GB09767
KS005394,22,GB09079
KS005395,73,GB01639
KS005396,33,GB06942
KS005397,31,GB01195
KS005398,22,GB04841
KS005399,44,GB03875
KS005400,34,GB07432
KS005401,34,GB09535
KS005402,91,GB01079
KS005403,10,GB06656
KS005404,5,GB08345
KS005405,34,GB07627
KS005406,70,GB01975
KS005407,72,GB02591
KS005408,19,GB02677
KS005409,28,GB04368
KS005410,87,GB04441
KS005411,82,GB09388
KS005412,38,GB04562
KS005413,59,GB04950
KS005414,69,GB04977
KS005415,68,GB05818
KS005416,86,GB06473
KS005417,100,GB05086
KS005418,39,GB05384
KS005419,11,GB04301
KS005420,23,GB01935
KS005421,81,GB06029
KS005422,60,GB02302
KS005423,80,GB09608
KS005424,12,GB04207
KS005425,17,GB06217
KS005426,92,GB00909
KS005427,62,GB01053
KS005428,29,GB03326
KS005429,75,GB01398
KS005430,35,GB03839
KS005431,69,GB02125
KS005432,57,GB06607
KS005433,37,GB06498
KS005434,15,GB02168
KS005435,28,GB09849
KS005436,46,GB05285
KS005437,34,GB06012
KS005438,95,GB02414
KS005439,43,GB09357
KS005440,100,GB01832
KS005441,27,GB07234
KS005442,23,GB00172
KS005443,53,GB07678
KS005444,57,GB03568
KS005445,8,GB07551
KS005446,72,GB00433
KS005447,31,GB03504
KS005448,33,GB06560
KS005449,72,GB06474
KS005450,21,GB00834
KS005451,92,GB07846
KS005452,44,GB03476
KS005453,73,GB01897
KS005454,77,GB01429
KS005455,98,GB09539
KS005456,25,GB08995
KS005457,21,GB08471
KS005458,88,GB09248
KS005459,11,GB08358
KS005460,93,GB03454
KS005461,93,GB05251
KS005462,2,GB07249
KS005463,31,GB08198
KS005464,39,GB08720
KS005465,82,GB05274
KS005466,44,GB00179
KS005467,47,GB00604
KS005468,51,GB08347
KS005469,16,GB05665
KS005470,13,GB01420
KS005471,34,GB06792
KS005472,18,GB07547
KS005473,65,GB05467
KS005474,51,GB06668
KS005475,21,GB01170
KS005476,61,GB06434
KS005477,21,GB07571
KS005478,92,GB02903
KS005479,40,GB03770
KS005480,65,GB02018
KS005481,40,GB04410
KS005482,47,GB06710
KS005483,45,GB01365
KS005484,91,GB04400
KS005485,76,GB09872
KS005486,58,GB05619
KS005487,27,GB00574
KS005488,9,GB04851
KS005489,34,GB06307
KS005490,96,GB03481
KS005491,32,GB08915
KS005492,34,GB05267
KS005493,42,GB04652
KS005494,43,GB00055
KS005495,12,GB02050
KS005496,84,GB02332
KS005497,18,GB01203
KS005498,79,GB08540
KS005499,83,GB08238
KS005500,39,GB09173
KS005501,13,GB03351
KS005502,11,GB02100
KS005503,7,GB05864
KS005504,78,GB04015
KS005505,8,GB09072
KS005506,74,GB08527
KS005507,80,GB03838
KS005508,4,GB09272
KS005509,90,GB02491
KS005510,84,GB03037
KS005511,20,GB00649
KS005512,22,GB05059
KS005513,9,GB08189
KS005514,55,GB06678
KS005515,76,GB07188
KS005516,6,GB06617
KS005517,68,GB03299
KS005518,90,GB08971
KS005519,21,GB09056
KS005520,22,GB06196
KS005521,91,GB06698
KS005522,58,GB04744
KS005523,8,GB00302
KS005524,86,GB00118
KS005525,77,GB07879
KS005526,63,GB03628
KS005527,42,GB04811
KS005528,75,GB06710
KS005529,24,GB05986
KS005530,86,GB09793
KS005531,45,GB09687
KS005532,3,GB01889
KS005533,19,GB01487
KS005534,28,GB05968
KS005535,43,GB03095
KS005536,7,GB01937
KS005537,21,GB05540
KS005538,29,GB04137
KS005539,88,GB03253
KS005540,56,GB04235
KS005541,50,GB07038
KS005542,75,GB03648
KS005543,60,GB01009
KS005544,55,GB07792
KS005545,82,GB05379
KS005546,56,GB04890
KS005547,38,GB00375
KS005548,27,GB01415
KS005549,35,GB08439
KS005550,23,GB03007
KS005551,16,GB01214
KS005552,80,GB04266
KS005553,43,GB08091
KS005554,24,GB00309
KS005555,45,GB06144
KS005556,41,GB03721
KS005557,21,GB01652
KS005558,51,GB09038
KS005559,42,GB05764
KS005560,41,GB00014
KS005561,20,GB06349
KS005562,77,GB04672
KS005563,48,GB00226
KS005564,46,GB08567
KS005565,27,GB06420
KS005566,7,GB07579
KS005567,21,GB02438
KS005568,72,GB08240
KS005569,37,GB09474
KS005570,74,GB03266
KS005571,75,GB02455
KS005572,94,GB08718
KS005573,82,GB09160
KS005574,94,GB06658
KS005575,50,GB08282
KS005576,75,GB08658
KS005577,2,GB01605
KS005578,4,GB06553
KS005579,81,GB05580
KS005580,99,GB02950
KS005581,68,GB05645
KS005582,37,GB05106
KS005583,94,GB03206
KS005584,5,GB05145
KS005585,23,GB03463
KS005586,96,GB06968
KS005587,14,GB04172
KS005588,98,GB01567
KS005589,56,GB03827
KS005590,84,GB07294
KS005591,3,GB07545
KS005592,82,GB02653
KS005593,64,GB04272
KS005594,91,GB02283
KS005595,4,GB00739
KS005596,85,GB05727
KS005597,7,GB03002
KS005598,84,GB04814
KS005599,1,GB07251
KS005600,73,GB03716
KS005601,78,GB07256
KS005602,61,GB09191
KS005603,66,GB01366
KS005604,7,GB04303
KS005605,66,GB06053
KS005606,75,GB01644
KS005607,45,GB09791
KS005608,4,GB05879
KS005609,34,GB02797
KS005610,38,GB09112
KS005611,97,GB07326
KS005612,67,GB04630
KS005613,82,GB00722
KS005614,40,GB01717
KS005615,99,GB05035
KS005616,64,GB01712
KS005617,34,GB00104
KS005618,88,GB08393
KS005619,97,GB08491
KS005620,60,GB07995
KS005621,74,GB05723
KS005622,10,GB05297
KS005623,90,GB06564
KS005624,79,GB09647
KS005625,21,GB02193
KS005626,76,GB01879
KS005627,83,GB03270
KS005628,59,GB09541
KS005629,5,GB01034
KS005630,51,GB09088
KS005631,68,GB04620
KS005632,87,GB00226
KS005633,40,GB07827
KS005634,52,GB03861
KS005635,30,GB00188
KS005636,100,GB09533
KS005637,40,GB07716
KS005638,100,GB09771
KS005639,13,GB04994
KS005640,14,GB05152
KS005641,84,GB09445
KS005642,24,GB08214
KS005643,39,GB02271
KS005644,60,GB06227
KS005645,63,GB07483
KS005646,36,GB01679
KS005647,56,GB05508
KS005648,31,GB07285
KS005649,36,GB06687
KS005650,95,GB06146
KS005651,98,GB07222
KS005652,72,GB05629
KS005653,54,GB03375
KS005654,88,GB07263
KS005655,13,GB06192
KS005656,38,GB03876
KS005657,51,GB01116
KS005658,84,GB01861
KS005659,13,GB06633
KS005660,67,GB06047
KS005661,76,GB06088
KS005662,18,GB05091
KS005663,10,GB08098
KS005664,16,GB07050
KS005665,67,GB08093
KS005666,39,GB08040
KS005667,71,GB02686
KS005668,41,GB06665
KS005669,82,GB04064
KS005670,35,GB03343
KS005671,23,GB05320
KS005672,12,GB00165
KS005673,16,GB01342
KS005674,4,GB02713
KS005675,85,GB09121
KS005676,67,GB03328
KS005677,89,GB01921
KS005678,35,GB09366
KS005679,86,GB01108
KS005680,35,GB01255
KS005681,7,GB01390
KS005682,12,GB02118
KS005683,6,GB01339
KS005684,83,GB07428
KS005685,40,GB07659
KS005686,34,GB09177
KS005687,12,GB05134
KS005688,88,GB07784
KS005689,73,GB07147
KS005690,13,GB09635
KS005691,36,GB02122
KS005692,25,GB08203
KS005693,8,GB03050
KS005694,95,GB01110
KS005695,23,GB04220
KS005696,42,GB08832
KS005697,20,GB04304
KS005698,100,GB07829
KS005699,96,GB00144
KS005700,66,GB00411
KS005701,96,GB08161
KS005702,6,GB09580
KS005703,24,GB07559
KS005704,67,GB05948
KS005705,58,GB04411
KS005706,94,GB03164
KS005707,53,GB04721
KS005708,21,GB05408
KS005709,36,GB02924
KS005710,87,GB05073
KS005711,87,GB07567
KS005712,8,GB02822
KS005713,50,GB01771
KS005714,81,GB05217
KS005715,85,GB04788
KS005716,52,GB06647
KS005717,56,GB09938
KS005718,81,GB02157
KS005719,1,GB07927
KS005720,100,GB02856
KS005721,74,GB07523
KS005722,20,GB02156
KS005723,97,GB03859
KS005724,90,GB01903
KS005725,93,GB08573
KS005726,83,GB07171
KS005727,4,GB08336
KS005728,53,GB03946
KS005729,27,GB04958
KS005730,97,GB04533
KS005731,45,GB03778
KS005732,75,GB07201
KS005733,47,GB00767
KS005734,71,GB02825
KS005735,73,GB00334
KS005736,89,GB03296
KS005737,66,GB05279
KS005738,50,GB09752
KS005739,65,GB00753
KS005740,18,GB09128
KS005741,39,GB04563
KS005742,1,GB02518
KS005743,58,GB08480
KS005744,26,GB06880
KS005745,89,GB02161
KS005746,85,GB06202
KS005747,71,GB04521
KS005748,80,GB04851
KS005749,14,GB04806
KS005750,59,GB09822
KS005751,8,GB04325
KS005752,37,GB07467
KS005753,42,GB01343
KS005754,45,GB03842
KS005755,63,GB09923
KS005756,22,GB06567
KS005757,82,GB00294
KS005758,98,GB07067
KS005759,3,GB08846
KS005760,99,GB02117
KS005761,32,GB08480
KS005762,19,GB00187
KS005763,88,GB00267
KS005764,2,GB02823
KS005765,77,GB07743
KS005766,69,GB00141
KS005767,54,GB07893
KS005768,94,GB09049
KS005769,18,GB04393
KS005770,55,GB05146
KS005771,81,GB05137
KS005772,26,GB00079
KS005773,79,GB02416
KS005774,20,GB02966
KS005775,22,GB01982
KS005776,17,GB08422
KS005777,71,GB01696
KS005778,52,GB00343
KS005779,27,GB05247
KS005780,69,GB03557
KS005781,100,GB02860
KS005782,92,GB02450
KS005783,30,GB02727
KS005784,64,GB02354
KS005785,29,GB04997
KS005786,34,GB02265
KS005787,35,GB01170
KS005788,99,GB06422
KS005789,8,GB08451
KS005790,28,GB09113
KS005791,68,GB01335
KS005792,33,GB08902
KS005793,75,GB09747
KS005794,35,GB08880
KS005795,86,GB02733
KS005796,86,GB02689
KS005797,28,GB03139
KS005798,17,GB02892
KS005799,65,GB04934
KS005800,55,GB06475
KS005801,16,GB09859
KS005802,75,GB09291
KS005803,57,GB01329
KS005804,6,GB08329
KS005805,91,GB01537
KS005806,99,GB08340
KS005807,52,GB03225
KS005808,19,GB01818
KS005809,31,GB03716
KS005810,58,GB05211
KS005811,92,GB02926
KS005812,11,GB04260
KS005813,45,GB05853
KS005814,39,GB04217
KS005815,58,GB02151
KS005816,20,GB07833
KS005817,4,GB00841
KS005818,34,GB08453
KS005819,79,GB08068
KS005820,34,GB04166
KS005821,22,GB02869
KS005822,85,GB05624
KS005823,79,GB07413
KS005824,26,GB00522
KS005825,28,GB08055
KS005826,33,GB08440
KS005827,47,GB00856
KS005828,68,GB03474
KS005829,57,GB04405
KS005830,29,GB02377
KS005831,94,GB00826
KS005832,97,GB00856
KS005833,52,GB00073
KS005834,83,GB09024
KS005835,32,GB00033
KS005836,82,GB07449
KS005837,63,GB03985
KS005838,56,GB06256
KS005839,62,GB05955
KS005840,65,GB05829
KS005841,75,GB08501
KS005842,57,GB07972
KS005843,12,GB05197
KS005844,60,GB03840
KS005845,29,GB03812
KS005846,43,GB03644
KS005847,65,GB03472
KS005848,64,GB09664
KS005849,5,GB03021
KS005850,32,GB08752
KS005851,93,GB09702
KS005852,38,GB00918
KS005853,42,GB07157
KS005854,77,GB04743
KS005855,87,GB07513
KS005856,49,GB01717
KS005857,79,GB02766
KS005858,60,GB08594
KS005859,16,GB02514
KS005860,96,GB00720
KS005861,60,GB09923
KS005862,81,GB06567
KS005863,20,GB04586
KS005864,70,GB00590
KS005865,74,GB05787
KS005866,21,GB02620
KS005867,34,GB02177
KS005868,97,GB07448
KS005869,42,GB06991
KS005870,15,GB07371
KS005871,92,GB04022
KS005872,58,GB02478
KS005873,7,GB01293
KS005874,61,GB00373
KS005875,9,GB01841
KS005876,58,GB05263
KS005877,82,GB05409
KS005878,43,GB06414
KS005879,59,GB07531
KS005880,38,GB07863
KS005881,32,GB06036
KS005882,15,GB00707
KS005883,54,GB07427
KS005884,92,GB04976
KS005885,39,GB04267
KS005886,89,GB09910
KS005887,78,GB08325
KS005888,73,GB00696
KS005889,91,GB08044
KS005890,16,GB06531
KS005891,63,GB08056
KS005892,67,GB08442
KS005893,7,GB03851
KS005894,3,GB02715
KS005895,37,GB09431
KS005896,18,GB03590
KS005897,87,GB00032
KS005898,2,GB09177
KS005899,28,GB03676
KS005900,39,GB01977
KS005901,69,GB07862
KS005902,16,GB05246
KS005903,91,GB05128
KS005904,88,GB00300
KS005905,26,GB03181
KS005906,8,GB03766
KS005907,66,GB00161
KS005908,25,GB06049
KS005909,35,GB03372
KS005910,14,GB04085
KS005911,57,GB03606
KS005912,14,GB02475
KS005913,92,GB09359
KS005914,48,GB00473
KS005915,100,GB04433
KS005916,71,GB08436
KS005917,81,GB08937
KS005918,14,GB08866
KS005919,64,GB05980
KS005920,73,GB09275
KS005921,60,GB03741
KS005922,18,GB02907
KS005923,83,GB09557
KS005924,18,GB07881
KS005925,68,GB00639
KS005926,80,GB09674
KS005927,19,GB08552
KS005928,31,GB09422
KS005929,70,GB06490
KS005930,27,GB09470
KS005931,13,GB00639
KS005932,54,GB02925
KS005933,4,GB04530
KS005934,55,GB07537
KS005935,72,GB06796
KS005936,26,GB00661
KS005937,99,GB03647
KS005938,70,GB01042
KS005939,50,GB09484
KS005940,9,GB09363
KS005941,97,GB04218
KS005942,70,GB06438
KS005943,62,GB00641
KS005944,60,GB06224
KS005945,90,GB08812
KS005946,96,GB06668
KS005947,33,GB04466
KS005948,36,GB09611
KS005949,9,GB01967
KS005950,70,GB05752
KS005951,11,GB00693
KS005952,14,GB05621
KS005953,34,GB02728
KS005954,57,GB02872
KS005955,42,GB05477
KS005956,59,GB03745
KS005957,2,GB01679
KS005958,65,GB00762
KS005959,68,GB08100
KS005960,18,GB05529
KS005961,65,GB04939
KS005962,23,GB03675
KS005963,3,GB02150
KS005964,21,GB07789
KS005965,24,GB07943
KS005966,89,GB06101
KS005967,21,GB01879
KS005968,88,GB05634
KS005969,22,GB07982
KS005970,100,GB02412
KS005971,31,GB01132
KS005972,16,GB04365
KS005973,29,GB04706
KS005974,9,GB06326
KS005975,50,GB03832
KS005976,70,GB02600
KS005977,54,GB07570
KS005978,57,GB05987
KS005979,75,GB07196
KS005980,17,GB07621
KS005981,57,GB07638
KS005982,15,GB09369
KS005983,66,GB04508
KS005984,53,GB00436
KS005985,46,GB03092
KS005986,90,GB04935
KS005987,51,GB05430
KS005988,82,GB07215
KS005989,37,GB00999
KS005990,79,GB06243
KS005991,69,GB03806
KS005992,34,GB08749
KS005993,56,GB09757
KS005994,65,GB08024
KS005995,13,GB06998
KS005996,89,GB04757
KS005997,97,GB06563
KS005998,21,GB02062
KS005999,73,GB01530
KS006000,98,GB08152
KS006001,62,GB03163
KS006002,50,GB00319
KS006003,42,GB03956
KS006004,97,GB09782
KS006005,1,GB08909
KS006006,9,GB01400
KS006007,2,GB00383
KS006008,5,GB07900
KS006009,90,GB07716
KS006010,70,GB03875
KS006011,15,GB08494
KS006012,21,GB06695
KS006013,27,GB07809
KS006014,82,GB04099
KS006015,10,GB09615
KS006016,70,GB07941
KS006017,87,GB00781
KS006018,27,GB03006
KS006019,24,GB05206
KS006020,8,GB08442
KS006021,12,GB03259
KS006022,30,GB02460
KS006023,21,GB07779
KS006024,34,GB04770
KS006025,48,GB04344
KS006026,85,GB05735
KS006027,93,GB04647
KS006028,99,GB04640
KS006029,62,GB02627
KS006030,57,GB08499
KS006031,64,GB09826
KS006032,23,GB04755
KS006033,37,GB07176
KS006034,87,GB07532
KS006035,10,GB07465
KS006036,40,GB00389
KS006037,53,GB06422
KS006038,72,GB06349
KS006039,58,GB09314
KS006040,99,GB09468
KS006041,96,GB04274
KS006042,17,GB00095
KS006043,88,GB06160
KS006044,16,GB03584
KS006045,61,GB07030
KS006046,78,GB08715
KS006047,22,GB03131
KS006048,58,GB06158
KS006049,11,GB09189
KS006050,17,GB05197
KS006051,93,GB09914
KS006052,27,GB00487
KS006053,70,GB08067
KS006054,67,GB08090
KS006055,73,GB00477
KS006056,77,GB01147
KS006057,23,GB08197
KS006058,10,GB02887
KS006059,11,GB02644
KS006060,52,GB03560
KS006061,41,GB09100
KS006062,15,GB05986
KS006063,56,GB07836
KS006064,10,GB00551
KS006065,23,GB06370
KS006066,22,GB02793
KS006067,91,GB05319
KS006068,97,GB01674
KS006069,78,GB03274
KS006070,25,GB05193
KS006071,54,GB02139
KS006072,99,GB08315
KS006073,37,GB04762
KS006074,30,GB07984
KS006075,87,GB03003
KS006076,70,GB03009
KS006077,65,GB04164
KS006078,4,GB01628
KS006079,22,GB05814
KS006080,90,GB02174
KS006081,8,GB00707
KS006082,34,GB04024
KS006083,24,GB00763
KS006084,73,GB01140
KS006085,70,GB02567
KS006086,65,GB01929
KS006087,20,GB04779
KS006088,62,GB06510
KS006089,85,GB06864
KS006090,56,GB07643
KS006091,66,GB03379
KS006092,4,GB03158
KS006093,13,GB08032
KS006094,22,GB09777
KS006095,96,GB04367
KS006096,7,GB09985
KS006097,28,GB07792
KS006098,45,GB01317
KS006099,28,GB07977
KS006100,54,GB08767
KS006101,34,GB08691
KS006102,15,GB04966
KS006103,95,GB01667
KS006104,92,GB09757
KS006105,95,GB06239
KS006106,64,GB09231
KS006107,79,GB01633
KS006108,72,GB04761
KS006109,42,GB01119
KS006110,80,GB02513
KS006111,1,GB08336
KS006112,93,GB04454
KS006113,80,GB06989
KS006114,45,GB04092
KS006115,66,GB05505
KS006116,12,GB09339
KS006117,34,GB00643
KS006118,48,GB06606
KS006119,70,GB04752
KS006120,97,GB05686
KS006121,82,GB09535
KS006122,28,GB04132
KS006123,7,GB01626
KS006124,7,GB07567
KS006125,47,GB02861
KS006126,71,GB07419
KS006127,91,GB09968
KS006128,80,GB07764
KS006129,22,GB02281
KS006130,44,GB07744
KS006131,94,GB05258
KS006132,7,GB02110
KS006133,23,GB05511
KS006134,79,GB04072
KS006135,92,GB01928
KS006136,85,GB02565
KS006137,98,GB03026
KS006138,61,GB02765
KS006139,48,GB04409
KS006140,37,GB09341
KS006141,47,GB05159
KS006142,81,GB00195
KS006143,32,GB00219
KS006144,58,GB09447
KS006145,41,GB08944
KS006146,17,GB05412
KS006147,33,GB07012
KS006148,61,GB07215
KS006149,20,GB03895
KS006150,80,GB06147
KS006151,57,GB07946
KS006152,67,GB03134
KS006153,73,GB00180
KS006154,57,GB05233
KS006155,11,GB06671
KS006156,26,GB08905
KS006157,1,GB06565
KS006158,55,GB02966
KS006159,52,GB07911
KS006160,80,GB04898
KS006161,2,GB09976
KS006162,89,GB09476
KS006163,5,GB07521
