ID_Perjalanan,ID_StasiunAwal,ID_StasiunTujuan,ID_Kereta,Tgl_Keberangkatan,Waktu_Keberangkatan,Tgl_Tiba,Waktu_Tiba,Harga_Tiket
PRJ0004854,ST06186,ST00864,KRT07972,2025-10-22,11:06:46,2025-10-22,18:06:46,35002
PRJ0004855,ST07715,ST02044,KRT03737,2025-11-16,06:24:24,2025-11-16,10:24:24,66332
PRJ0004856,ST01307,ST04130,KRT07097,2025-11-06,20:26:04,2025-11-07,00:26:04,278019
PRJ0004857,ST03512,ST02057,KRT07057,2025-11-10,17:16:18,2025-11-10,23:16:18,462967
PRJ0004858,ST03678,ST03646,KRT02309,2025-10-24,00:29:24,2025-10-24,08:29:24,418711
PRJ0004859,ST05418,ST02864,KRT07428,2025-11-15,20:15:24,2025-11-16,03:15:24,254067
PRJ0004860,ST05797,ST00102,KRT01362,2025-11-01,07:24:03,2025-11-01,11:24:03,491098
PRJ0004861,ST05317,ST01309,KRT00514,2025-11-15,12:04:46,2025-11-15,13:04:46,146155
PRJ0004862,ST00045,ST08050,KRT02532,2025-11-02,09:41:36,2025-11-02,16:41:36,261823
PRJ0004863,ST00773,ST00687,KRT07609,2025-10-20,01:15:57,2025-10-20,02:15:57,472454
PRJ0004864,ST03183,ST02320,KRT03881,2025-11-11,19:31:58,2025-11-12,03:31:58,120990
PRJ0004865,ST04439,ST02080,KRT00162,2025-11-16,15:08:07,2025-11-16,16:08:07,137998
PRJ0004866,ST05546,ST01333,KRT07573,2025-10-28,12:18:04,2025-10-28,15:18:04,177711
PRJ0004867,ST04164,ST01430,KRT05522,2025-11-02,06:07:59,2025-11-02,09:07:59,283459
PRJ0004868,ST04331,ST03849,KRT04519,2025-10-23,13:33:03,2025-10-23,20:33:03,226133
PRJ0004869,ST02902,ST06629,KRT00014,2025-11-09,21:17:05,2025-11-10,02:17:05,206768
PRJ0004870,ST09200,ST03514,KRT07251,2025-11-02,22:34:06,2025-11-03,06:34:06,160310
PRJ0004871,ST06951,ST09047,KRT00321,2025-11-06,02:22:31,2025-11-06,08:22:31,253909
PRJ0004872,ST09354,ST02959,KRT04326,2025-11-09,00:45:00,2025-11-09,05:45:00,291507
PRJ0004873,ST00670,ST01751,KRT04513,2025-10-24,23:36:41,2025-10-25,00:36:41,59174
PRJ0004874,ST02976,ST02734,KRT01957,2025-11-06,20:14:21,2025-11-06,21:14:21,104459
PRJ0004875,ST05530,ST08413,KRT03950,2025-10-25,13:22:59,2025-10-25,19:22:59,433302
PRJ0004876,ST06751,ST05450,KRT03446,2025-10-20,07:02:42,2025-10-20,12:02:42,161693
PRJ0004877,ST05432,ST09374,KRT06155,2025-11-14,06:04:11,2025-11-14,09:04:11,486326
PRJ0004878,ST05884,ST03857,KRT06873,2025-11-14,13:54:34,2025-11-14,21:54:34,414446
PRJ0004879,ST04848,ST02315,KRT03634,2025-10-30,22:10:33,2025-10-31,01:10:33,380799
PRJ0004880,ST04508,ST01690,KRT03141,2025-11-18,02:49:54,2025-11-18,10:49:54,165507
PRJ0004881,ST09269,ST07513,KRT07162,2025-10-23,16:44:53,2025-10-23,18:44:53,91683
PRJ0004882,ST01159,ST01718,KRT03342,2025-10-21,16:22:56,2025-10-21,21:22:56,134339
PRJ0004883,ST09744,ST03983,KRT04187,2025-11-05,01:26:57,2025-11-05,03:26:57,461131
PRJ0004884,ST03545,ST04668,KRT08364,2025-11-08,20:32:47,2025-11-09,00:32:47,336225
PRJ0004885,ST03529,ST08379,KRT04851,2025-11-04,21:23:16,2025-11-05,03:23:16,133072
PRJ0004886,ST02473,ST06865,KRT01516,2025-10-31,11:56:49,2025-10-31,15:56:49,47726
PRJ0004887,ST05892,ST07275,KRT04438,2025-11-04,05:28:32,2025-11-04,13:28:32,334505
PRJ0004888,ST00490,ST09378,KRT09225,2025-11-08,07:19:51,2025-11-08,08:19:51,200067
PRJ0004889,ST06700,ST09772,KRT07530,2025-10-25,16:09:30,2025-10-25,17:09:30,145601
PRJ0004890,ST01092,ST03475,KRT06173,2025-10-25,02:16:09,2025-10-25,03:16:09,277114
PRJ0004891,ST08248,ST04090,KRT02221,2025-10-28,07:46:04,2025-10-28,12:46:04,81925
PRJ0004892,ST03199,ST06648,KRT01302,2025-11-05,12:01:12,2025-11-05,14:01:12,372678
PRJ0004893,ST01869,ST03449,KRT07864,2025-11-10,06:13:49,2025-11-10,13:13:49,351455
PRJ0004894,ST09384,ST03418,KRT06443,2025-11-02,14:48:54,2025-11-02,15:48:54,462695
PRJ0004895,ST01205,ST09987,KRT06017,2025-11-08,05:13:48,2025-11-08,06:13:48,79653
PRJ0004896,ST05694,ST02206,KRT05000,2025-10-29,08:58:11,2025-10-29,14:58:11,249044
PRJ0004897,ST09831,ST08936,KRT07831,2025-10-21,07:37:18,2025-10-21,15:37:18,258268
PRJ0004898,ST04913,ST08424,KRT04143,2025-11-04,23:40:35,2025-11-05,05:40:35,169559
PRJ0004899,ST02460,ST01231,KRT07476,2025-11-07,11:45:38,2025-11-07,15:45:38,65990
PRJ0004900,ST00839,ST05992,KRT06331,2025-11-10,19:44:52,2025-11-11,01:44:52,145739
PRJ0004901,ST07093,ST04950,KRT07341,2025-10-24,04:06:45,2025-10-24,10:06:45,285410
PRJ0004902,ST06294,ST02546,KRT00958,2025-10-24,06:28:40,2025-10-24,10:28:40,493378
PRJ0004903,ST06082,ST00917,KRT05446,2025-11-05,22:31:29,2025-11-06,02:31:29,61126
PRJ0004904,ST01825,ST00876,KRT00689,2025-11-06,17:43:20,2025-11-06,18:43:20,422062
PRJ0004905,ST01257,ST00205,KRT03371,2025-11-17,03:47:14,2025-11-17,06:47:14,196964
PRJ0004906,ST02901,ST05826,KRT10000,2025-10-24,22:38:12,2025-10-25,00:38:12,153332
PRJ0004907,ST06790,ST03186,KRT07693,2025-10-28,12:09:00,2025-10-28,16:09:00,82908
PRJ0004908,ST08073,ST06851,KRT01502,2025-11-07,23:37:25,2025-11-08,03:37:25,156585
PRJ0004909,ST00967,ST07533,KRT04756,2025-10-31,22:46:24,2025-11-01,00:46:24,380542
PRJ0004910,ST06466,ST08362,KRT08252,2025-10-22,01:45:08,2025-10-22,05:45:08,416992
PRJ0004911,ST08966,ST01507,KRT05875,2025-11-03,13:25:52,2025-11-03,14:25:52,100413
PRJ0004912,ST04733,ST04679,KRT06304,2025-11-18,15:41:47,2025-11-18,19:41:47,56472
PRJ0004913,ST02940,ST01245,KRT09874,2025-10-23,08:13:18,2025-10-23,16:13:18,158687
PRJ0004914,ST02731,ST02829,KRT07093,2025-10-26,00:45:56,2025-10-26,04:45:56,49861
PRJ0004915,ST06076,ST01082,KRT07505,2025-11-12,16:24:48,2025-11-13,00:24:48,456181
PRJ0004916,ST09240,ST02903,KRT01583,2025-11-08,06:26:14,2025-11-08,11:26:14,426047
PRJ0004917,ST01409,ST08040,KRT03609,2025-11-01,14:23:47,2025-11-01,15:23:47,473302
PRJ0004918,ST08553,ST04940,KRT08390,2025-11-18,18:21:47,2025-11-19,01:21:47,364308
PRJ0004919,ST01071,ST07947,KRT08057,2025-10-20,04:39:03,2025-10-20,09:39:03,441914
PRJ0004920,ST09458,ST01053,KRT03019,2025-11-16,02:19:41,2025-11-16,07:19:41,196837
PRJ0004921,ST05282,ST02195,KRT04072,2025-11-02,06:29:17,2025-11-02,07:29:17,379251
PRJ0004922,ST01622,ST09342,KRT04191,2025-11-13,10:15:30,2025-11-13,14:15:30,477423
PRJ0004923,ST01202,ST04052,KRT08473,2025-11-10,19:51:02,2025-11-11,01:51:02,465850
PRJ0004924,ST01891,ST08761,KRT01920,2025-10-24,10:54:10,2025-10-24,11:54:10,418536
PRJ0004925,ST07512,ST06230,KRT01828,2025-11-01,10:21:04,2025-11-01,15:21:04,291050
PRJ0004926,ST07631,ST09860,KRT00850,2025-10-22,05:01:15,2025-10-22,10:01:15,166098
PRJ0004927,ST05547,ST09413,KRT09800,2025-11-04,21:58:42,2025-11-04,23:58:42,183453
PRJ0004928,ST08412,ST08034,KRT05130,2025-11-17,11:23:02,2025-11-17,15:23:02,223602
PRJ0004929,ST06022,ST02631,KRT03786,2025-11-07,09:46:58,2025-11-07,12:46:58,387136
PRJ0004930,ST03011,ST07181,KRT05967,2025-11-15,04:29:38,2025-11-15,09:29:38,98048
PRJ0004931,ST03257,ST02753,KRT02871,2025-11-17,03:13:00,2025-11-17,08:13:00,105762
PRJ0004932,ST03999,ST02108,KRT09653,2025-10-23,21:29:24,2025-10-23,22:29:24,244434
PRJ0004933,ST00836,ST06564,KRT00082,2025-11-12,04:15:06,2025-11-12,11:15:06,452679
PRJ0004934,ST00924,ST08608,KRT00340,2025-10-25,20:39:34,2025-10-26,02:39:34,53061
PRJ0004935,ST03117,ST00251,KRT06627,2025-10-31,17:40:48,2025-10-31,19:40:48,318345
PRJ0004936,ST02288,ST00187,KRT08651,2025-10-28,15:43:01,2025-10-28,18:43:01,384969
PRJ0004937,ST04835,ST01245,KRT04109,2025-11-18,03:16:50,2025-11-18,09:16:50,461920
PRJ0004938,ST02111,ST08459,KRT09149,2025-10-24,19:20:59,2025-10-24,21:20:59,77046
PRJ0004939,ST08734,ST07349,KRT09733,2025-11-18,11:41:42,2025-11-18,14:41:42,244689
PRJ0004940,ST02764,ST07762,KRT07432,2025-10-23,09:04:57,2025-10-23,16:04:57,389771
PRJ0004941,ST02567,ST06469,KRT04815,2025-11-10,21:52:31,2025-11-11,02:52:31,328701
PRJ0004942,ST00769,ST08463,KRT09515,2025-11-08,09:40:42,2025-11-08,13:40:42,241164
PRJ0004943,ST05145,ST06303,KRT07769,2025-10-29,13:11:30,2025-10-29,17:11:30,147688
PRJ0004944,ST01827,ST04536,KRT01387,2025-11-12,01:37:26,2025-11-12,06:37:26,87369
PRJ0004945,ST08329,ST09219,KRT06016,2025-10-27,23:22:50,2025-10-28,05:22:50,251691
PRJ0004946,ST03936,ST00501,KRT02890,2025-10-30,09:54:52,2025-10-30,10:54:52,223815
PRJ0004947,ST03578,ST03914,KRT04235,2025-11-10,22:44:05,2025-11-11,03:44:05,366728
PRJ0004948,ST03916,ST08471,KRT03537,2025-10-20,05:08:53,2025-10-20,12:08:53,148618
PRJ0004949,ST04104,ST08756,KRT04399,2025-11-09,19:53:06,2025-11-09,21:53:06,489745
PRJ0004950,ST01440,ST06655,KRT04653,2025-10-26,09:39:18,2025-10-26,17:39:18,254598
PRJ0004951,ST05856,ST00740,KRT06921,2025-10-25,22:22:25,2025-10-26,06:22:25,309619
PRJ0004952,ST04377,ST00786,KRT07230,2025-10-30,07:50:53,2025-10-30,15:50:53,287768
PRJ0004953,ST07565,ST07614,KRT02027,2025-11-15,12:06:31,2025-11-15,17:06:31,286005
PRJ0004954,ST04998,ST02823,KRT02668,2025-10-28,11:50:01,2025-10-28,14:50:01,278400
PRJ0004955,ST04553,ST04244,KRT09142,2025-10-22,18:49:31,2025-10-22,20:49:31,71053
PRJ0004956,ST02592,ST06219,KRT03354,2025-11-11,04:42:07,2025-11-11,07:42:07,454473
PRJ0004957,ST00295,ST08266,KRT04057,2025-11-01,17:22:11,2025-11-01,19:22:11,483246
PRJ0004958,ST06530,ST05853,KRT07536,2025-11-14,14:25:40,2025-11-14,19:25:40,248641
PRJ0004959,ST05525,ST07904,KRT05914,2025-10-30,00:04:02,2025-10-30,04:04:02,348583
PRJ0004960,ST04675,ST00898,KRT00966,2025-11-07,20:57:31,2025-11-07,23:57:31,287328
PRJ0004961,ST05584,ST01964,KRT01617,2025-11-16,04:32:26,2025-11-16,09:32:26,462504
PRJ0004962,ST07353,ST01257,KRT01624,2025-11-04,07:04:23,2025-11-04,14:04:23,487311
PRJ0004963,ST03912,ST02252,KRT00998,2025-11-10,15:21:18,2025-11-10,20:21:18,349228
PRJ0004964,ST06381,ST09806,KRT01000,2025-11-10,01:55:33,2025-11-10,02:55:33,283772
PRJ0004965,ST00353,ST02091,KRT02744,2025-10-21,04:33:28,2025-10-21,09:33:28,382676
PRJ0004966,ST04488,ST05327,KRT09057,2025-11-18,20:57:29,2025-11-19,01:57:29,262474
PRJ0004967,ST05293,ST00369,KRT03292,2025-11-06,17:32:51,2025-11-07,00:32:51,426991
PRJ0004968,ST01736,ST05759,KRT02144,2025-10-21,03:45:56,2025-10-21,10:45:56,468620
PRJ0004969,ST08629,ST05735,KRT03997,2025-10-25,21:35:23,2025-10-26,01:35:23,117670
PRJ0004970,ST03538,ST01368,KRT04747,2025-10-20,12:35:17,2025-10-20,14:35:17,239669
PRJ0004971,ST04354,ST07124,KRT08139,2025-10-23,04:05:52,2025-10-23,12:05:52,408483
PRJ0004972,ST06450,ST09233,KRT02320,2025-10-20,06:18:09,2025-10-20,09:18:09,345490
PRJ0004973,ST04107,ST00650,KRT04707,2025-10-30,22:22:27,2025-10-31,05:22:27,195068
PRJ0004974,ST02750,ST01859,KRT00580,2025-10-24,09:14:17,2025-10-24,12:14:17,495117
PRJ0004975,ST02662,ST08628,KRT03524,2025-11-07,21:37:22,2025-11-08,03:37:22,156703
PRJ0004976,ST03556,ST08739,KRT09799,2025-10-25,11:51:02,2025-10-25,12:51:02,134520
PRJ0004977,ST02804,ST04331,KRT02601,2025-10-21,21:18:18,2025-10-22,02:18:18,410680
PRJ0004978,ST05609,ST05033,KRT02434,2025-10-24,09:40:39,2025-10-24,16:40:39,234841
PRJ0004979,ST09502,ST09598,KRT09033,2025-10-31,14:16:04,2025-10-31,22:16:04,301096
PRJ0004980,ST03568,ST01813,KRT02604,2025-11-11,13:33:08,2025-11-11,20:33:08,243770
PRJ0004981,ST02845,ST04233,KRT08493,2025-11-08,03:39:06,2025-11-08,09:39:06,456654
PRJ0004982,ST06670,ST00083,KRT08593,2025-10-23,12:36:31,2025-10-23,17:36:31,300874
PRJ0004983,ST05360,ST08031,KRT04548,2025-11-03,07:59:56,2025-11-03,15:59:56,309811
PRJ0004984,ST00346,ST08816,KRT05617,2025-10-25,15:45:25,2025-10-25,20:45:25,151477
PRJ0004985,ST01910,ST01394,KRT09778,2025-11-01,03:30:08,2025-11-01,04:30:08,345419
PRJ0004986,ST02899,ST09720,KRT08456,2025-11-15,21:24:05,2025-11-16,03:24:05,344215
PRJ0004987,ST05931,ST06652,KRT09569,2025-10-22,05:48:48,2025-10-22,13:48:48,414011
PRJ0004988,ST02385,ST02545,KRT00555,2025-11-09,18:45:56,2025-11-10,02:45:56,396970
PRJ0004989,ST09588,ST00286,KRT06984,2025-10-21,10:49:20,2025-10-21,17:49:20,484017
PRJ0004990,ST00070,ST00830,KRT04460,2025-10-27,11:46:35,2025-10-27,17:46:35,405312
PRJ0004991,ST00008,ST07796,KRT07343,2025-10-21,21:51:28,2025-10-22,03:51:28,435032
PRJ0004992,ST06984,ST03040,KRT06849,2025-10-27,12:07:03,2025-10-27,20:07:03,326937
PRJ0004993,ST01552,ST01859,KRT07091,2025-11-08,01:49:04,2025-11-08,04:49:04,315104
PRJ0004994,ST09625,ST02806,KRT02589,2025-10-29,16:40:02,2025-10-29,19:40:02,122322
PRJ0004995,ST00501,ST08176,KRT09577,2025-10-25,05:54:30,2025-10-25,10:54:30,106570
PRJ0004996,ST02288,ST05331,KRT09083,2025-11-04,02:47:45,2025-11-04,10:47:45,280503
PRJ0004997,ST09518,ST08842,KRT07821,2025-10-27,20:56:27,2025-10-27,23:56:27,420738
PRJ0004998,ST06822,ST07612,KRT00753,2025-11-03,19:03:59,2025-11-04,03:03:59,454045
PRJ0004999,ST07336,ST04650,KRT06958,2025-11-11,15:11:22,2025-11-11,16:11:22,439916
PRJ0005000,ST08658,ST01215,KRT00481,2025-10-28,07:23:09,2025-10-28,15:23:09,161349
PRJ0005001,ST06293,ST03719,KRT05512,2025-10-28,02:29:50,2025-10-28,08:29:50,415523
PRJ0005002,ST02201,ST05039,KRT02819,2025-11-07,20:16:33,2025-11-08,02:16:33,482607
PRJ0005003,ST04976,ST01743,KRT01104,2025-11-17,21:31:35,2025-11-18,02:31:35,82389
PRJ0005004,ST07616,ST07180,KRT05122,2025-10-21,11:11:52,2025-10-21,12:11:52,498702
PRJ0005005,ST09670,ST01089,KRT06860,2025-11-03,21:22:06,2025-11-04,01:22:06,457154
PRJ0005006,ST02006,ST08959,KRT02930,2025-11-13,12:38:54,2025-11-13,18:38:54,230743
PRJ0005007,ST00211,ST01525,KRT01568,2025-11-07,16:52:46,2025-11-07,23:52:46,82216
PRJ0005008,ST04865,ST05226,KRT06319,2025-11-15,21:20:27,2025-11-15,23:20:27,421231
PRJ0005009,ST07716,ST02114,KRT02249,2025-10-27,10:21:07,2025-10-27,17:21:07,394482
PRJ0005010,ST06801,ST05815,KRT06963,2025-10-22,20:23:43,2025-10-23,03:23:43,88462
PRJ0005011,ST03317,ST05140,KRT03692,2025-10-31,13:46:44,2025-10-31,14:46:44,124003
PRJ0005012,ST02415,ST03496,KRT02587,2025-11-17,02:22:45,2025-11-17,04:22:45,166956
PRJ0005013,ST02510,ST03220,KRT08748,2025-11-15,07:22:29,2025-11-15,13:22:29,186019
PRJ0005014,ST00648,ST01113,KRT06605,2025-10-20,07:42:44,2025-10-20,12:42:44,352335
PRJ0005015,ST00621,ST09658,KRT04990,2025-11-15,00:25:09,2025-11-15,02:25:09,390187
PRJ0005016,ST04139,ST07642,KRT08454,2025-11-05,21:59:21,2025-11-06,03:59:21,144267
PRJ0005017,ST00215,ST05188,KRT04570,2025-10-30,19:53:58,2025-10-31,03:53:58,355104
PRJ0005018,ST01067,ST01257,KRT02123,2025-11-06,19:25:21,2025-11-06,23:25:21,149081
PRJ0005019,ST09155,ST03617,KRT04645,2025-10-25,06:14:58,2025-10-25,11:14:58,320870
PRJ0005020,ST01799,ST00123,KRT06999,2025-11-14,12:48:45,2025-11-14,16:48:45,483902
PRJ0005021,ST01225,ST08798,KRT02982,2025-10-30,08:46:36,2025-10-30,13:46:36,306540
PRJ0005022,ST00281,ST01993,KRT05610,2025-11-18,07:12:16,2025-11-18,13:12:16,249677
PRJ0005023,ST04198,ST05853,KRT02621,2025-11-04,23:27:58,2025-11-05,03:27:58,192583
PRJ0005024,ST06966,ST02540,KRT08116,2025-10-20,15:02:44,2025-10-20,21:02:44,484645
PRJ0005025,ST00014,ST03177,KRT02513,2025-11-05,09:11:21,2025-11-05,14:11:21,229949
PRJ0005026,ST08952,ST02530,KRT06183,2025-11-01,06:57:44,2025-11-01,11:57:44,184035
PRJ0005027,ST06146,ST08935,KRT02177,2025-10-31,22:15:17,2025-11-01,02:15:17,68995
PRJ0005028,ST01632,ST01497,KRT09385,2025-11-04,14:16:24,2025-11-04,18:16:24,239521
PRJ0005029,ST03838,ST01986,KRT02380,2025-10-27,17:54:04,2025-10-27,22:54:04,387066
PRJ0005030,ST08136,ST07685,KRT04858,2025-10-27,15:31:08,2025-10-27,19:31:08,382826
PRJ0005031,ST09657,ST01544,KRT05575,2025-10-28,07:58:07,2025-10-28,08:58:07,480349
PRJ0005032,ST04043,ST04983,KRT03339,2025-10-27,05:14:09,2025-10-27,08:14:09,77772
PRJ0005033,ST02954,ST09373,KRT02181,2025-11-14,05:11:41,2025-11-14,13:11:41,443784
PRJ0005034,ST07071,ST07674,KRT06905,2025-11-13,11:59:10,2025-11-13,15:59:10,180194
PRJ0005035,ST09007,ST01351,KRT05582,2025-11-05,06:34:39,2025-11-05,11:34:39,388757
PRJ0005036,ST10000,ST03975,KRT00345,2025-10-28,04:53:43,2025-10-28,06:53:43,53209
PRJ0005037,ST02520,ST02991,KRT09680,2025-10-23,12:39:52,2025-10-23,16:39:52,433009
PRJ0005038,ST06645,ST00406,KRT01993,2025-11-11,15:59:12,2025-11-11,22:59:12,209290
PRJ0005039,ST08954,ST01347,KRT08449,2025-10-29,20:03:36,2025-10-30,00:03:36,146609
PRJ0005040,ST02953,ST03047,KRT09793,2025-11-13,00:32:29,2025-11-13,05:32:29,173996
PRJ0005041,ST02082,ST04593,KRT02943,2025-11-18,07:59:22,2025-11-18,12:59:22,422650
PRJ0005042,ST04704,ST09637,KRT08510,2025-11-18,13:02:02,2025-11-18,15:02:02,326692
PRJ0005043,ST04257,ST06257,KRT07065,2025-11-04,06:03:39,2025-11-04,10:03:39,475169
PRJ0005044,ST04055,ST07802,KRT02665,2025-11-07,05:56:22,2025-11-07,11:56:22,245394
PRJ0005045,ST06665,ST01270,KRT03985,2025-11-09,18:38:13,2025-11-09,21:38:13,87856
PRJ0005046,ST06748,ST02435,KRT08056,2025-11-07,04:56:40,2025-11-07,06:56:40,74062
PRJ0005047,ST08845,ST06731,KRT03565,2025-11-07,12:47:59,2025-11-07,17:47:59,476241
PRJ0005048,ST04938,ST04484,KRT07463,2025-11-01,13:53:55,2025-11-01,21:53:55,417786
PRJ0005049,ST02478,ST09082,KRT09329,2025-11-17,20:08:00,2025-11-18,04:08:00,384983
PRJ0005050,ST05375,ST02408,KRT07640,2025-10-24,14:39:33,2025-10-24,17:39:33,319918
PRJ0005051,ST03668,ST06267,KRT07186,2025-11-09,15:46:05,2025-11-09,19:46:05,402584
PRJ0005052,ST09512,ST02197,KRT02034,2025-10-24,02:22:36,2025-10-24,06:22:36,36811
PRJ0005053,ST03574,ST07413,KRT08923,2025-10-20,16:04:52,2025-10-20,23:04:52,315999
PRJ0005054,ST05980,ST09120,KRT02752,2025-10-31,07:48:13,2025-10-31,10:48:13,109809
PRJ0005055,ST05842,ST03761,KRT03296,2025-10-20,19:20:11,2025-10-21,00:20:11,103790
PRJ0005056,ST06493,ST05088,KRT00453,2025-11-15,16:04:33,2025-11-15,21:04:33,249321
PRJ0005057,ST01269,ST01308,KRT02187,2025-11-03,13:36:48,2025-11-03,17:36:48,358444
PRJ0005058,ST04074,ST05331,KRT01487,2025-10-31,08:11:10,2025-10-31,09:11:10,121404
PRJ0005059,ST03522,ST05693,KRT04944,2025-11-13,15:14:10,2025-11-13,17:14:10,101532
PRJ0005060,ST08621,ST05639,KRT07481,2025-11-01,12:42:05,2025-11-01,13:42:05,121583
PRJ0005061,ST03758,ST06687,KRT08151,2025-10-28,00:39:46,2025-10-28,08:39:46,249122
PRJ0005062,ST00492,ST08782,KRT04947,2025-11-04,12:19:26,2025-11-04,19:19:26,328704
PRJ0005063,ST02904,ST00546,KRT00993,2025-11-18,11:48:03,2025-11-18,18:48:03,314634
PRJ0005064,ST02272,ST08387,KRT07890,2025-11-04,09:09:22,2025-11-04,12:09:22,300859
PRJ0005065,ST01497,ST00313,KRT00085,2025-10-26,10:47:37,2025-10-26,16:47:37,152844
PRJ0005066,ST03368,ST01502,KRT04067,2025-11-12,14:19:20,2025-11-12,21:19:20,205640
PRJ0005067,ST03169,ST04000,KRT02835,2025-10-28,12:05:39,2025-10-28,14:05:39,432300
PRJ0005068,ST01411,ST06785,KRT08391,2025-11-09,14:29:33,2025-11-09,16:29:33,143041
PRJ0005069,ST08684,ST05861,KRT00349,2025-11-16,02:15:42,2025-11-16,06:15:42,127977
PRJ0005070,ST08312,ST08506,KRT08182,2025-11-18,01:51:52,2025-11-18,06:51:52,221363
PRJ0005071,ST04684,ST08088,KRT07223,2025-10-27,11:21:40,2025-10-27,12:21:40,233886
PRJ0005072,ST00079,ST05690,KRT06285,2025-10-23,04:13:10,2025-10-23,05:13:10,37262
PRJ0005073,ST09034,ST06479,KRT03604,2025-11-08,09:02:58,2025-11-08,12:02:58,265078
PRJ0005074,ST08152,ST05406,KRT09665,2025-11-11,13:09:15,2025-11-11,16:09:15,30027
PRJ0005075,ST00828,ST06809,KRT03956,2025-10-25,03:35:52,2025-10-25,08:35:52,70411
PRJ0005076,ST06146,ST08024,KRT04974,2025-10-23,11:53:22,2025-10-23,19:53:22,203252
PRJ0005077,ST00954,ST05826,KRT10000,2025-11-02,20:37:50,2025-11-03,00:37:50,73323
PRJ0005078,ST04374,ST00616,KRT09723,2025-11-14,06:09:34,2025-11-14,13:09:34,272215
PRJ0005079,ST04457,ST09888,KRT03614,2025-11-07,20:47:25,2025-11-08,02:47:25,339736
PRJ0005080,ST06600,ST08333,KRT03870,2025-11-12,16:11:46,2025-11-12,19:11:46,177175
PRJ0005081,ST04721,ST03130,KRT00165,2025-10-31,13:30:30,2025-10-31,15:30:30,308398
PRJ0005082,ST02917,ST01169,KRT09550,2025-11-02,21:24:11,2025-11-03,01:24:11,42009
PRJ0005083,ST02417,ST05255,KRT06319,2025-11-09,19:48:55,2025-11-10,02:48:55,258850
PRJ0005084,ST03929,ST01541,KRT04568,2025-11-12,10:46:50,2025-11-12,18:46:50,382051
PRJ0005085,ST04218,ST03940,KRT07883,2025-11-10,13:30:33,2025-11-10,20:30:33,53993
PRJ0005086,ST03376,ST00685,KRT07133,2025-11-18,11:20:49,2025-11-18,15:20:49,90300
PRJ0005087,ST03796,ST09250,KRT01893,2025-11-15,03:13:11,2025-11-15,09:13:11,338932
PRJ0005088,ST01761,ST08223,KRT08654,2025-10-21,07:26:32,2025-10-21,14:26:32,75496
PRJ0005089,ST04977,ST08912,KRT02759,2025-11-09,09:00:59,2025-11-09,13:00:59,139959
PRJ0005090,ST08167,ST09651,KRT08058,2025-11-05,21:50:18,2025-11-06,01:50:18,53576
PRJ0005091,ST08880,ST03109,KRT07168,2025-10-20,14:01:37,2025-10-20,15:01:37,56168
PRJ0005092,ST06572,ST05829,KRT06026,2025-11-01,21:28:18,2025-11-02,01:28:18,145265
PRJ0005093,ST06370,ST07781,KRT04772,2025-10-29,06:50:54,2025-10-29,09:50:54,112788
PRJ0005094,ST03538,ST08740,KRT08351,2025-11-15,11:44:21,2025-11-15,15:44:21,356249
PRJ0005095,ST09113,ST09477,KRT00887,2025-11-02,19:00:34,2025-11-02,22:00:34,165314
PRJ0005096,ST09345,ST01972,KRT06623,2025-11-18,17:38:34,2025-11-18,19:38:34,81734
PRJ0005097,ST00255,ST01786,KRT03408,2025-10-24,11:39:59,2025-10-24,16:39:59,211673
PRJ0005098,ST00202,ST09503,KRT04320,2025-10-31,23:51:52,2025-11-01,06:51:52,213449
PRJ0005099,ST03149,ST01541,KRT03827,2025-11-04,00:47:09,2025-11-04,08:47:09,197018
PRJ0005100,ST00663,ST05507,KRT06272,2025-10-23,03:46:20,2025-10-23,11:46:20,288527
PRJ0005101,ST09858,ST09026,KRT00794,2025-11-09,22:42:35,2025-11-10,04:42:35,47354
PRJ0005102,ST00478,ST07548,KRT00398,2025-10-25,14:28:02,2025-10-25,18:28:02,217040
PRJ0005103,ST00410,ST07733,KRT01891,2025-11-11,06:42:07,2025-11-11,11:42:07,57739
PRJ0005104,ST02567,ST03729,KRT06233,2025-11-02,07:21:49,2025-11-02,14:21:49,231236
PRJ0005105,ST04932,ST09527,KRT05580,2025-11-18,08:10:24,2025-11-18,11:10:24,268174
PRJ0005106,ST08634,ST02827,KRT06781,2025-11-08,10:05:13,2025-11-08,11:05:13,426976
PRJ0005107,ST03980,ST06299,KRT08140,2025-11-11,03:44:25,2025-11-11,10:44:25,71590
PRJ0005108,ST01255,ST08306,KRT08408,2025-11-17,13:47:07,2025-11-17,21:47:07,482532
PRJ0005109,ST09351,ST04301,KRT02816,2025-11-14,22:30:44,2025-11-15,05:30:44,211719
PRJ0005110,ST09428,ST09685,KRT03468,2025-10-26,20:32:25,2025-10-26,21:32:25,185724
PRJ0005111,ST06955,ST07263,KRT06491,2025-10-26,15:33:58,2025-10-26,18:33:58,59876
PRJ0005112,ST01371,ST07386,KRT09370,2025-11-02,07:23:17,2025-11-02,13:23:17,240978
PRJ0005113,ST08669,ST07609,KRT03271,2025-11-09,20:15:05,2025-11-10,03:15:05,482770
PRJ0005114,ST06574,ST07201,KRT02455,2025-10-31,11:59:34,2025-10-31,12:59:34,268455
PRJ0005115,ST05090,ST01930,KRT03092,2025-10-21,12:08:14,2025-10-21,16:08:14,370010
