ID_Gerbong,Nomor_Gerbong,Kapasitas,ID_Kereta
GB05007,20,40,KRT04052
GB05008,13,72,KRT05357
GB05009,20,40,KRT06822
GB05010,10,60,KRT09449
GB05011,4,60,KRT03136
GB05012,5,40,KRT09171
GB05013,1,40,KRT01612
GB05014,7,40,KRT08477
GB05015,11,50,KRT03568
GB05016,4,60,KRT06597
GB05017,18,50,KRT03864
GB05018,10,50,KRT08899
GB05019,9,40,KRT02055
GB05020,5,60,KRT06465
GB05021,6,72,KRT07809
GB05022,3,50,KRT02591
GB05023,1,50,KRT05131
GB05024,8,60,KRT02604
GB05025,8,80,KRT06946
GB05026,15,40,KRT07344
GB05027,16,72,KRT00486
GB05028,10,50,KRT03243
GB05029,19,80,KRT08086
GB05030,14,72,KRT07697
GB05031,10,40,KRT08833
GB05032,16,72,KRT02197
GB05033,3,40,KRT07354
GB05034,11,50,KRT04786
GB05035,2,40,KRT03951
GB05036,7,40,KRT06069
GB05037,3,40,KRT09804
GB05038,16,50,KRT04648
GB05039,15,50,KRT05647
GB05040,9,50,KRT07083
GB05041,12,60,KRT01061
GB05042,14,80,KRT09710
GB05043,7,80,KRT02915
GB05044,16,72,KRT03833
GB05045,19,80,KRT05228
GB05046,6,50,KRT09103
GB05047,4,80,KRT02774
GB05048,17,80,KRT03125
GB05049,13,50,KRT02727
GB05050,15,80,KRT06988
GB05051,17,40,KRT07834
GB05052,2,60,KRT02960
GB05053,8,60,KRT07482
GB05054,8,40,KRT08538
GB05055,20,80,KRT06017
GB05056,19,50,KRT01160
GB05057,3,72,KRT09480
GB05058,19,50,KRT01326
GB05059,7,60,KRT04087
GB05060,10,72,KRT00935
GB05061,12,40,KRT07689
GB05062,1,72,KRT07856
GB05063,12,40,KRT09152
GB05064,18,60,KRT09279
GB05065,10,80,KRT09985
GB05066,20,72,KRT03242
GB05067,12,72,KRT06192
GB05068,17,72,KRT06793
GB05069,5,40,KRT03895
GB05070,18,40,KRT05331
GB05071,19,60,KRT01196
GB05072,20,60,KRT09052
GB05073,9,60,KRT04554
GB05074,6,50,KRT06075
GB05075,19,60,KRT05516
GB05076,4,50,KRT03096
GB05077,2,60,KRT01103
GB05078,12,60,KRT01578
GB05079,19,72,KRT03411
GB05080,12,40,KRT01631
GB05081,1,80,KRT06730
GB05082,16,60,KRT05614
GB05083,4,50,KRT07027
GB05084,8,72,KRT05825
GB05085,20,40,KRT05492
GB05086,1,60,KRT01064
GB05087,16,50,KRT08137
GB05088,5,50,KRT03888
GB05089,9,50,KRT06879
GB05090,16,80,KRT07637
GB05091,2,50,KRT02827
GB05092,7,80,KRT01836
GB05093,5,80,KRT01314
GB05094,15,40,KRT08624
GB05095,20,80,KRT03770
GB05096,12,60,KRT07261
GB05097,11,50,KRT01967
GB05098,3,50,KRT07230
GB05099,11,80,KRT06933
GB05100,8,72,KRT03563
GB05101,3,40,KRT05011
GB05102,20,50,KRT03910
GB05103,4,40,KRT08767
GB05104,17,72,KRT02654
GB05105,8,40,KRT07078
GB05106,11,80,KRT04251
GB05107,1,40,KRT03849
GB05108,18,40,KRT08347
GB05109,1,50,KRT06841
GB05110,10,80,KRT06099
GB05111,3,40,KRT00730
GB05112,5,40,KRT08206
GB05113,5,60,KRT01242
GB05114,9,40,KRT08913
GB05115,3,72,KRT00747
GB05116,5,80,KRT04290
GB05117,14,40,KRT06957
GB05118,18,72,KRT08732
GB05119,15,50,KRT03011
GB05120,3,60,KRT09305
GB05121,20,80,KRT07836
GB05122,1,50,KRT02104
GB05123,1,60,KRT03076
GB05124,10,72,KRT04192
GB05125,7,50,KRT05027
GB05126,10,50,KRT01712
GB05127,2,72,KRT05919
GB05128,3,40,KRT00341
GB05129,10,72,KRT00032
GB05130,3,40,KRT04789
GB05131,4,50,KRT01999
GB05132,8,60,KRT06003
GB05133,11,72,KRT09359
GB05134,10,50,KRT00776
GB05135,16,50,KRT02096
GB05136,8,80,KRT05855
GB05137,14,72,KRT02138
GB05138,3,72,KRT06190
GB05139,3,80,KRT09829
GB05140,18,80,KRT09082
GB05141,16,80,KRT07438
GB05142,16,72,KRT07801
GB05143,15,60,KRT01042
GB05144,7,80,KRT07871
GB05145,15,40,KRT02111
GB05146,7,80,KRT08799
GB05147,3,80,KRT09401
GB05148,8,80,KRT07479
GB05149,6,40,KRT04551
GB05150,17,72,KRT03684
GB05151,2,60,KRT05919
GB05152,4,80,KRT04144
GB05153,11,60,KRT08214
GB05154,14,80,KRT01385
GB05155,15,50,KRT04597
GB05156,4,80,KRT09102
GB05157,1,72,KRT09483
GB05158,13,60,KRT00657
GB05159,8,40,KRT05699
GB05160,16,60,KRT08356
GB05161,11,80,KRT03158
GB05162,19,40,KRT08837
GB05163,11,50,KRT06412
GB05164,5,40,KRT05927
GB05165,9,60,KRT09846
GB05166,7,50,KRT09561
GB05167,6,72,KRT01330
GB05168,19,60,KRT04124
GB05169,1,72,KRT03734
GB05170,17,60,KRT06890
GB05171,15,40,KRT02299
GB05172,2,72,KRT01224
GB05173,12,50,KRT07515
GB05174,18,60,KRT03046
GB05175,2,60,KRT05883
GB05176,12,60,KRT03589
GB05177,11,60,KRT04628
GB05178,2,72,KRT08457
GB05179,19,72,KRT07472
GB05180,15,80,KRT08612
GB05181,18,80,KRT02700
GB05182,5,40,KRT00513
GB05183,2,72,KRT02292
GB05184,1,60,KRT00355
GB05185,20,60,KRT08102
GB05186,3,40,KRT02848
GB05187,10,72,KRT01731
GB05188,15,60,KRT08058
GB05189,18,40,KRT04580
GB05190,4,40,KRT05090
GB05191,18,72,KRT06699
GB05192,16,40,KRT08550
GB05193,14,60,KRT04480
GB05194,5,72,KRT02066
GB05195,10,60,KRT08153
GB05196,2,60,KRT09224
GB05197,18,72,KRT07701
GB05198,3,40,KRT00257
GB05199,4,80,KRT07589
GB05200,15,40,KRT03784
GB05201,8,50,KRT05347
GB05202,15,40,KRT04674
GB05203,10,50,KRT00478
GB05204,15,50,KRT02206
GB05205,10,72,KRT06933
GB05206,17,80,KRT07912
GB05207,9,80,KRT00981
GB05208,7,40,KRT04273
GB05209,8,80,KRT01657
GB05210,15,72,KRT09746
GB05211,17,80,KRT09395
GB05212,5,60,KRT06619
GB05213,19,50,KRT04647
GB05214,15,40,KRT04629
GB05215,17,40,KRT01725
GB05216,7,40,KRT01528
GB05217,17,72,KRT04726
GB05218,8,50,KRT04055
GB05219,3,60,KRT05854
GB05220,13,60,KRT01588
GB05221,17,40,KRT02721
GB05222,15,60,KRT09744
GB05223,3,72,KRT00932
GB05224,1,50,KRT04444
GB05225,8,72,KRT04437
GB05226,7,50,KRT05802
GB05227,13,72,KRT04850
GB05228,1,60,KRT03441
GB05229,13,50,KRT05165
GB05230,3,50,KRT03367
GB05231,4,40,KRT05515
GB05232,9,40,KRT01089
GB05233,4,80,KRT00443
GB05234,5,40,KRT06213
GB05235,1,72,KRT01679
GB05236,8,72,KRT09553
GB05237,7,40,KRT00542
GB05238,12,50,KRT02893
GB05239,3,60,KRT04339
GB05240,6,72,KRT07172
GB05241,8,60,KRT03280
GB05242,18,60,KRT02230
GB05243,11,72,KRT01965
GB05244,4,72,KRT01781
GB05245,11,80,KRT09354
GB05246,20,60,KRT04426
GB05247,5,72,KRT01398
GB05248,18,60,KRT05398
GB05249,11,50,KRT07186
GB05250,11,80,KRT02527
GB05251,13,80,KRT02085
GB05252,20,60,KRT00984
GB05253,18,40,KRT04419
GB05254,20,80,KRT05095
GB05255,2,50,KRT03138
GB05256,5,50,KRT05691
GB05257,18,60,KRT09719
GB05258,8,60,KRT08376
GB05259,2,50,KRT05461
GB05260,6,80,KRT08485
GB05261,1,60,KRT00460
GB05262,16,60,KRT00747
GB05263,16,80,KRT01443
GB05264,19,72,KRT03471
GB05265,12,60,KRT04829
GB05266,5,60,KRT02963
GB05267,9,72,KRT08067
GB05268,16,72,KRT04147
GB05269,10,60,KRT09266
GB05270,13,60,KRT09623
GB05271,8,40,KRT05016
GB05272,14,60,KRT00867
GB05273,2,72,KRT00143
GB05274,13,80,KRT08718
GB05275,17,50,KRT06393
GB05276,10,80,KRT07118
GB05277,5,72,KRT05967
GB05278,12,50,KRT08141
GB05279,15,80,KRT03734
GB05280,18,60,KRT04756
GB05281,13,40,KRT09549
GB05282,4,50,KRT01988
GB05283,1,60,KRT00400
GB05284,15,50,KRT05906
GB05285,9,60,KRT03246
GB05286,20,72,KRT00714
GB05287,3,72,KRT00991
GB05288,19,80,KRT03647
GB05289,5,60,KRT07680
GB05290,1,72,KRT09236
GB05291,5,72,KRT02230
GB05292,12,40,KRT07814
GB05293,10,50,KRT02038
GB05294,13,40,KRT03566
GB05295,5,60,KRT00963
GB05296,8,80,KRT04869
GB05297,8,80,KRT08332
GB05298,17,60,KRT04382
GB05299,5,72,KRT09123
GB05300,19,60,KRT02545
GB05301,8,72,KRT01488
GB05302,16,80,KRT04336
GB05303,19,72,KRT04302
GB05304,11,60,KRT09905
GB05305,12,80,KRT05801
GB05306,15,80,KRT01901
GB05307,6,72,KRT03163
GB05308,4,72,KRT04717
GB05309,5,72,KRT01745
GB05310,17,50,KRT02175
GB05311,5,60,KRT00388
GB05312,6,50,KRT09826
GB05313,7,72,KRT02120
GB05314,16,72,KRT01678
GB05315,15,72,KRT04434
GB05316,1,60,KRT00663
GB05317,9,72,KRT05511
GB05318,12,40,KRT01324
GB05319,6,80,KRT06190
GB05320,8,80,KRT01302
GB05321,4,40,KRT05738
GB05322,1,50,KRT02151
GB05323,18,80,KRT02654
GB05324,2,72,KRT04784
GB05325,11,80,KRT05842
GB05326,6,80,KRT02210
GB05327,15,72,KRT08035
GB05328,16,60,KRT02992
GB05329,7,80,KRT03444
GB05330,11,60,KRT03556
GB05331,8,72,KRT03171
GB05332,5,72,KRT08521
GB05333,7,80,KRT06853
GB05334,19,50,KRT01308
GB05335,12,40,KRT00673
GB05336,1,50,KRT06216
GB05337,1,72,KRT07226
GB05338,6,40,KRT04219
GB05339,7,60,KRT08552
GB05340,13,80,KRT06270
GB05341,11,50,KRT08139
GB05342,3,60,KRT05841
GB05343,16,50,KRT01826
GB05344,1,60,KRT02974
GB05345,1,80,KRT09303
GB05346,18,50,KRT01074
GB05347,18,72,KRT03637
GB05348,1,80,KRT05921
GB05349,2,72,KRT03434
GB05350,8,72,KRT07362
GB05351,8,40,KRT02133
GB05352,20,72,KRT03159
GB05353,9,40,KRT05102
GB05354,17,60,KRT00847
GB05355,6,72,KRT06114
GB05356,20,40,KRT08610
GB05357,5,72,KRT08915
GB05358,1,40,KRT09954
GB05359,2,72,KRT02470
GB05360,6,40,KRT09188
GB05361,16,40,KRT02567
GB05362,4,80,KRT09574
GB05363,9,60,KRT02949
GB05364,8,80,KRT05298
GB05365,19,72,KRT00620
GB05366,5,50,KRT03436
GB05367,3,60,KRT08456
GB05368,15,60,KRT01884
GB05369,15,60,KRT07299
GB05370,20,40,KRT03240
GB05371,6,50,KRT00226
GB05372,18,80,KRT08822
GB05373,2,72,KRT00050
GB05374,20,60,KRT01099
GB05375,15,60,KRT00194
GB05376,6,60,KRT01995
GB05377,8,40,KRT00772
GB05378,15,80,KRT08950
GB05379,14,72,KRT05728
GB05380,17,72,KRT05318
GB05381,11,80,KRT05540
GB05382,1,80,KRT05551
GB05383,19,40,KRT04976
GB05384,11,40,KRT04861
GB05385,20,72,KRT02884
GB05386,8,72,KRT06756
GB05387,20,60,KRT06445
GB05388,5,72,KRT02917
GB05389,17,72,KRT05557
GB05390,4,80,KRT02046
GB05391,10,50,KRT00645
GB05392,10,50,KRT09068
GB05393,9,60,KRT00754
GB05394,9,72,KRT02396
GB05395,4,72,KRT06326
GB05396,9,50,KRT04848
GB05397,20,50,KRT09405
GB05398,10,40,KRT06976
GB05399,13,72,KRT04202
GB05400,2,72,KRT09109
GB05401,18,72,KRT09235
GB05402,17,60,KRT08732
GB05403,11,72,KRT04436
GB05404,20,40,KRT01410
GB05405,2,72,KRT07156
GB05406,15,50,KRT07026
GB05407,10,40,KRT08258
GB05408,15,80,KRT03870
GB05409,19,72,KRT08815
GB05410,20,60,KRT03550
GB05411,15,72,KRT00859
GB05412,3,50,KRT04567
GB05413,19,50,KRT01795
GB05414,14,60,KRT05839
GB05415,20,80,KRT02413
GB05416,9,50,KRT07186
GB05417,18,40,KRT04431
GB05418,15,40,KRT04797
GB05419,2,72,KRT09654
GB05420,7,72,KRT05646
GB05421,3,80,KRT07325
GB05422,12,72,KRT09502
GB05423,6,72,KRT09659
GB05424,5,40,KRT03614
GB05425,6,72,KRT03414
GB05426,11,72,KRT01931
GB05427,5,60,KRT06380
GB05428,16,50,KRT01186
GB05429,5,50,KRT00080
GB05430,1,80,KRT05594
GB05431,15,80,KRT09439
GB05432,12,80,KRT01887
GB05433,12,50,KRT02325
GB05434,10,50,KRT05578
GB05435,13,72,KRT00324
GB05436,1,80,KRT08842
GB05437,1,60,KRT08047
GB05438,18,50,KRT06673
GB05439,20,40,KRT03368
GB05440,1,50,KRT04402
GB05441,3,50,KRT06647
GB05442,11,50,KRT02049
GB05443,19,80,KRT05295
GB05444,14,80,KRT04374
GB05445,20,80,KRT07272
GB05446,15,40,KRT08165
GB05447,2,72,KRT00721
GB05448,1,72,KRT04463
GB05449,13,40,KRT04555
GB05450,8,50,KRT07294
GB05451,2,40,KRT04552
GB05452,19,40,KRT07999
GB05453,10,60,KRT03228
GB05454,13,80,KRT07171
GB05455,3,72,KRT03906
GB05456,17,72,KRT07155
GB05457,6,40,KRT05862
GB05458,16,72,KRT04933
GB05459,1,60,KRT04178
GB05460,12,80,KRT07162
GB05461,14,40,KRT08578
GB05462,5,60,KRT08835
GB05463,16,60,KRT01099
GB05464,9,50,KRT08013
GB05465,17,60,KRT03832
GB05466,3,60,KRT01784
GB05467,20,80,KRT08202
GB05468,16,50,KRT06853
GB05469,7,60,KRT09371
GB05470,6,40,KRT02639
GB05471,5,50,KRT03585
GB05472,19,80,KRT08588
GB05473,6,40,KRT05146
GB05474,19,40,KRT00235
GB05475,15,40,KRT03468
GB05476,5,40,KRT04743
GB05477,9,80,KRT04237
GB05478,12,72,KRT07429
GB05479,16,40,KRT05954
GB05480,9,40,KRT07613
GB05481,13,72,KRT00116
GB05482,10,60,KRT06844
GB05483,18,80,KRT03780
GB05484,19,40,KRT01618
GB05485,13,60,KRT06072
GB05486,15,72,KRT08054
GB05487,15,72,KRT06103
GB05488,16,72,KRT06306
GB05489,13,60,KRT07876
GB05490,13,40,KRT09211
GB05491,12,50,KRT00138
GB05492,17,60,KRT02289
GB05493,19,72,KRT05093
GB05494,11,60,KRT03032
GB05495,3,72,KRT05960
GB05496,2,60,KRT09392
GB05497,20,80,KRT08510
GB05498,16,80,KRT02202
GB05499,19,80,KRT08213
GB05500,16,50,KRT07669
GB05501,12,60,KRT04520
GB05502,5,50,KRT00082
GB05503,14,40,KRT09077
GB05504,12,40,KRT06786
GB05505,20,50,KRT09748
GB05506,18,72,KRT03804
GB05507,17,72,KRT04516
GB05508,2,40,KRT06225
GB05509,16,50,KRT05002
GB05510,14,72,KRT03313
GB05511,19,40,KRT04027
GB05512,6,40,KRT04210
GB05513,8,40,KRT03179
GB05514,3,80,KRT03112
GB05515,19,50,KRT03962
GB05516,1,40,KRT01778
GB05517,4,80,KRT04307
GB05518,1,72,KRT05795
GB05519,9,80,KRT08713
GB05520,11,60,KRT08570
GB05521,16,60,KRT06088
GB05522,5,60,KRT05825
GB05523,5,80,KRT06434
GB05524,4,60,KRT01226
GB05525,9,50,KRT06752
GB05526,20,72,KRT04145
GB05527,12,72,KRT08574
GB05528,7,60,KRT01194
GB05529,15,80,KRT08950
GB05530,7,80,KRT07476
GB05531,3,50,KRT05377
GB05532,12,72,KRT06951
GB05533,20,72,KRT04055
GB05534,7,80,KRT09424
GB05535,12,80,KRT07166
GB05536,9,40,KRT07602
GB05537,18,50,KRT05358
GB05538,13,40,KRT02010
GB05539,20,80,KRT09555
GB05540,4,72,KRT02113
GB05541,9,72,KRT09876
GB05542,10,72,KRT06897
GB05543,6,80,KRT03211
GB05544,13,80,KRT04653
GB05545,5,72,KRT08606
GB05546,12,40,KRT07951
GB05547,19,72,KRT03134
GB05548,14,72,KRT09251
GB05549,20,40,KRT01483
GB05550,1,50,KRT08102
GB05551,3,80,KRT00953
GB05552,20,60,KRT02085
GB05553,1,50,KRT08848
GB05554,15,50,KRT01653
GB05555,5,40,KRT05986
GB05556,3,80,KRT00680
GB05557,9,60,KRT06271
GB05558,6,60,KRT04435
GB05559,14,50,KRT02466
GB05560,2,40,KRT06402
GB05561,11,72,KRT06686
GB05562,7,50,KRT09858
GB05563,7,60,KRT00598
GB05564,17,50,KRT04718
GB05565,7,50,KRT06280
GB05566,5,60,KRT03942
GB05567,18,40,KRT04531
GB05568,1,50,KRT00880
GB05569,16,60,KRT05135
GB05570,20,80,KRT04651
GB05571,3,60,KRT02616
GB05572,2,50,KRT04639
GB05573,17,60,KRT03107
GB05574,12,40,KRT07994
GB05575,9,60,KRT00238
GB05576,20,50,KRT04043
GB05577,6,80,KRT00887
GB05578,19,80,KRT09964
GB05579,15,40,KRT02290
GB05580,9,60,KRT00065
GB05581,10,50,KRT01410
GB05582,1,80,KRT00198
GB05583,15,72,KRT01577
GB05584,18,50,KRT03861
GB05585,11,50,KRT02118
GB05586,16,72,KRT03615
GB05587,16,72,KRT05810
GB05588,11,60,KRT07223
GB05589,13,40,KRT07170
GB05590,5,72,KRT05849
GB05591,16,50,KRT05531
GB05592,11,60,KRT09133
GB05593,4,60,KRT07671
GB05594,4,50,KRT06384
GB05595,14,72,KRT01733
GB05596,11,50,KRT09505
GB05597,7,80,KRT02090
GB05598,20,60,KRT02937
GB05599,15,40,KRT02275
GB05600,3,60,KRT00965
GB05601,4,50,KRT04173
GB05602,8,50,KRT09329
GB05603,2,72,KRT02583
GB05604,16,80,KRT08841
GB05605,20,60,KRT08262
GB05606,6,60,KRT07315
GB05607,16,50,KRT03527
GB05608,19,40,KRT02157
GB05609,20,80,KRT00712
GB05610,8,72,KRT01834
GB05611,20,40,KRT02426
GB05612,15,60,KRT09822
GB05613,8,80,KRT05942
GB05614,11,72,KRT01435
GB05615,10,50,KRT01381
GB05616,3,72,KRT03064
GB05617,6,40,KRT06416
GB05618,11,80,KRT01456
GB05619,2,40,KRT04524
GB05620,9,50,KRT06454
GB05621,9,50,KRT06428
GB05622,9,60,KRT04113
GB05623,7,50,KRT09232
GB05624,14,80,KRT01523
GB05625,9,50,KRT02561
GB05626,1,40,KRT07593
GB05627,5,50,KRT07233
GB05628,13,80,KRT03916
GB05629,11,50,KRT07567
GB05630,17,40,KRT08312
GB05631,15,80,KRT05237
GB05632,16,40,KRT00924
GB05633,20,50,KRT03087
GB05634,18,60,KRT03573
GB05635,2,40,KRT00715
GB05636,19,40,KRT00983
GB05637,14,50,KRT02303
GB05638,11,80,KRT06949
GB05639,16,72,KRT05419
GB05640,10,72,KRT06057
GB05641,18,72,KRT01976
GB05642,16,50,KRT09057
GB05643,10,72,KRT00456
GB05644,8,60,KRT04493
GB05645,14,50,KRT03609
GB05646,6,60,KRT06203
GB05647,12,72,KRT08657
GB05648,10,40,KRT05476
GB05649,10,72,KRT03289
GB05650,11,40,KRT07628
GB05651,11,72,KRT03343
GB05652,11,40,KRT08433
GB05653,12,40,KRT08188
GB05654,13,80,KRT06335
GB05655,12,80,KRT05914
GB05656,19,72,KRT05361
GB05657,14,40,KRT00685
GB05658,8,50,KRT07336
GB05659,11,50,KRT02988
GB05660,19,72,KRT04458
GB05661,17,60,KRT02289
GB05662,3,40,KRT09240
GB05663,6,50,KRT02096
GB05664,11,40,KRT04352
GB05665,11,60,KRT07864
GB05666,19,60,KRT03244
GB05667,15,50,KRT03766
GB05668,16,72,KRT06771
GB05669,2,60,KRT01149
GB05670,10,50,KRT07040
GB05671,10,50,KRT00941
GB05672,6,80,KRT07732
GB05673,2,80,KRT01270
GB05674,8,72,KRT02544
GB05675,6,80,KRT09168
GB05676,5,40,KRT00265
GB05677,20,50,KRT05927
GB05678,5,60,KRT03117
GB05679,20,50,KRT02723
GB05680,20,60,KRT00540
GB05681,3,60,KRT09303
GB05682,13,50,KRT09126
GB05683,9,40,KRT07551
GB05684,14,80,KRT05381
GB05685,7,80,KRT00892
GB05686,18,72,KRT08823
GB05687,7,60,KRT08173
GB05688,13,72,KRT00394
GB05689,2,72,KRT08287
GB05690,5,60,KRT04972
GB05691,13,72,KRT06425
GB05692,13,80,KRT05057
GB05693,18,50,KRT07069
GB05694,1,80,KRT05068
GB05695,7,80,KRT06693
GB05696,17,50,KRT05833
GB05697,1,80,KRT05358
GB05698,11,80,KRT02962
GB05699,11,72,KRT02707
GB05700,19,72,KRT03021
GB05701,13,72,KRT09267
GB05702,5,50,KRT02339
GB05703,11,72,KRT02603
GB05704,16,50,KRT04984
GB05705,14,80,KRT09925
GB05706,6,72,KRT00899
GB05707,9,72,KRT02898
GB05708,7,50,KRT04151
GB05709,9,72,KRT06819
GB05710,13,40,KRT00754
GB05711,12,40,KRT04887
GB05712,20,72,KRT01425
GB05713,18,40,KRT06201
GB05714,17,72,KRT02766
GB05715,17,80,KRT06327
GB05716,17,80,KRT07715
GB05717,20,50,KRT04454
GB05718,9,80,KRT04175
GB05719,1,50,KRT05902
GB05720,3,80,KRT07000
GB05721,20,60,KRT06834
GB05722,3,50,KRT04911
GB05723,9,40,KRT09199
GB05724,18,50,KRT03856
GB05725,4,80,KRT04057
GB05726,18,40,KRT01988
GB05727,13,80,KRT03124
GB05728,9,72,KRT06895
GB05729,19,40,KRT02216
GB05730,7,72,KRT08091
GB05731,20,50,KRT09993
GB05732,18,40,KRT01492
GB05733,6,50,KRT00456
GB05734,3,72,KRT03524
GB05735,4,80,KRT06014
GB05736,6,40,KRT00097
GB05737,5,50,KRT09502
GB05738,4,60,KRT02489
GB05739,7,40,KRT03193
GB05740,8,72,KRT03553
GB05741,3,60,KRT00080
GB05742,19,80,KRT02908
GB05743,3,50,KRT07947
GB05744,2,50,KRT04005
GB05745,4,80,KRT09746
GB05746,14,72,KRT03069
GB05747,2,40,KRT02998
GB05748,20,60,KRT09903
GB05749,1,50,KRT01601
GB05750,15,72,KRT05247
GB05751,13,80,KRT00226
GB05752,1,40,KRT01724
GB05753,19,40,KRT07585
GB05754,13,60,KRT03483
GB05755,6,60,KRT05062
GB05756,17,50,KRT04214
GB05757,7,80,KRT07881
GB05758,4,60,KRT01192
GB05759,11,60,KRT08075
GB05760,10,72,KRT01889
GB05761,4,72,KRT00960
GB05762,18,72,KRT00177
GB05763,5,72,KRT02305
GB05764,18,50,KRT00544
GB05765,9,40,KRT00764
GB05766,20,50,KRT08515
GB05767,1,80,KRT03312
GB05768,10,80,KRT01869
GB05769,6,50,KRT02749
GB05770,4,72,KRT00207
GB05771,1,60,KRT09836
GB05772,7,50,KRT04347
GB05773,3,80,KRT03825
GB05774,5,60,KRT03063
GB05775,15,72,KRT02625
GB05776,12,50,KRT00704
GB05777,6,40,KRT03609
GB05778,4,40,KRT07155
GB05779,15,80,KRT05675
GB05780,10,50,KRT08670
GB05781,7,50,KRT06329
GB05782,16,40,KRT01664
GB05783,3,72,KRT07307
GB05784,17,40,KRT01851
GB05785,14,72,KRT08799
GB05786,14,50,KRT09795
GB05787,1,50,KRT05241
GB05788,4,60,KRT03094
GB05789,17,72,KRT04204
GB05790,6,72,KRT07249
GB05791,8,40,KRT02796
GB05792,6,40,KRT09395
GB05793,10,40,KRT07919
GB05794,11,50,KRT00380
GB05795,10,40,KRT05915
GB05796,7,40,KRT09967
GB05797,17,60,KRT01217
GB05798,2,60,KRT00451
GB05799,15,60,KRT05239
GB05800,1,80,KRT04251
GB05801,17,60,KRT02684
GB05802,18,60,KRT06765
GB05803,16,72,KRT01021
GB05804,8,72,KRT08261
GB05805,9,72,KRT07407
GB05806,20,72,KRT00812
GB05807,1,80,KRT03723
GB05808,1,72,KRT06435
GB05809,9,60,KRT00661
GB05810,11,80,KRT03806
GB05811,11,60,KRT00128
GB05812,3,72,KRT02678
GB05813,15,50,KRT07448
GB05814,20,72,KRT03972
GB05815,5,80,KRT03071
GB05816,19,40,KRT01931
GB05817,18,50,KRT02138
GB05818,1,60,KRT01769
GB05819,3,50,KRT01036
GB05820,7,60,KRT00454
GB05821,14,50,KRT06281
GB05822,18,40,KRT01196
GB05823,20,80,KRT00648
GB05824,12,40,KRT02929
GB05825,10,40,KRT06574
GB05826,11,40,KRT01084
GB05827,16,60,KRT07777
GB05828,3,40,KRT07552
GB05829,2,72,KRT04449
GB05830,18,60,KRT07208
GB05831,19,72,KRT08360
GB05832,18,72,KRT03199
GB05833,3,50,KRT04172
GB05834,2,72,KRT09899
GB05835,1,60,KRT04879
GB05836,18,40,KRT04038
GB05837,18,80,KRT01974
GB05838,19,40,KRT02037
GB05839,4,60,KRT05494
GB05840,14,72,KRT06589
GB05841,15,72,KRT06818
GB05842,3,80,KRT05544
GB05843,5,60,KRT09249
GB05844,13,40,KRT01580
GB05845,16,40,KRT09311
GB05846,5,40,KRT07371
GB05847,14,60,KRT05425
GB05848,3,72,KRT07647
GB05849,2,50,KRT02500
GB05850,7,80,KRT00069
GB05851,9,60,KRT03769
GB05852,10,72,KRT08271
GB05853,6,72,KRT07544
GB05854,5,60,KRT03107
GB05855,5,40,KRT05789
GB05856,19,50,KRT08719
GB05857,9,80,KRT09242
GB05858,18,72,KRT03863
GB05859,12,80,KRT08174
GB05860,6,72,KRT02809
GB05861,20,80,KRT03116
GB05862,7,60,KRT07744
GB05863,1,50,KRT04177
GB05864,1,80,KRT03977
GB05865,19,80,KRT06569
GB05866,14,50,KRT09936
GB05867,17,60,KRT06294
GB05868,10,80,KRT04686
GB05869,9,50,KRT07454
GB05870,8,80,KRT09130
GB05871,8,60,KRT06438
GB05872,12,50,KRT03929
GB05873,20,40,KRT09062
GB05874,18,72,KRT07438
GB05875,13,50,KRT02549
GB05876,16,50,KRT05464
GB05877,8,50,KRT05108
GB05878,1,72,KRT02590
GB05879,2,40,KRT06735
GB05880,14,50,KRT04028
GB05881,9,40,KRT01912
GB05882,9,50,KRT01506
GB05883,12,72,KRT03216
GB05884,9,60,KRT02901
GB05885,14,50,KRT06573
GB05886,6,80,KRT09120
GB05887,14,50,KRT03558
GB05888,7,60,KRT07527
GB05889,2,60,KRT04521
GB05890,9,60,KRT05949
GB05891,4,60,KRT03333
GB05892,9,60,KRT02414
GB05893,3,40,KRT01725
GB05894,15,60,KRT04345
GB05895,19,60,KRT04801
GB05896,19,60,KRT07833
GB05897,10,50,KRT01328
GB05898,18,80,KRT04904
GB05899,6,60,KRT06203
GB05900,8,80,KRT01797
GB05901,12,40,KRT02645
GB05902,20,40,KRT02016
GB05903,14,60,KRT08047
GB05904,20,50,KRT04124
GB05905,13,60,KRT02917
GB05906,19,80,KRT08211
GB05907,15,50,KRT04149
GB05908,15,50,KRT05296
GB05909,7,80,KRT08656
GB05910,16,60,KRT09338
GB05911,4,60,KRT03930
GB05912,1,40,KRT07614
GB05913,11,40,KRT04278
GB05914,12,40,KRT08668
GB05915,8,60,KRT07867
GB05916,19,50,KRT03844
GB05917,2,60,KRT07628
GB05918,18,50,KRT04262
GB05919,11,50,KRT01249
GB05920,1,80,KRT01504
GB05921,5,60,KRT06628
GB05922,10,50,KRT07839
GB05923,18,72,KRT02753
GB05924,10,50,KRT00778
GB05925,3,60,KRT06812
GB05926,1,72,KRT06894
GB05927,19,72,KRT01872
GB05928,1,72,KRT09748
GB05929,14,50,KRT07306
GB05930,10,80,KRT01679
GB05931,5,40,KRT08502
GB05932,16,80,KRT00606
GB05933,13,60,KRT00147
GB05934,14,40,KRT04363
GB05935,15,40,KRT05735
GB05936,19,40,KRT01678
GB05937,4,50,KRT05218
